,Date,Latitude,Longitude,Speed,Y,X,Z,speedbump
177,9/10/17 10:44,34.019505,-118.290054,10.72,-0.015213,0.039154,-0.88295,no
178,9/10/17 10:44,34.019505,-118.290054,10.72,-0.103638,-0.01619,-1.014236,no
179,9/10/17 10:44,34.019505,-118.290054,10.72,-0.01973,-0.035812,-0.993851,no
180,9/10/17 10:44,34.019505,-118.290054,10.72,-0.011505,0.040985,-1.039474,no
181,9/10/17 10:44,34.019505,-118.290054,10.72,-0.025101,-0.143784,-0.912399,no
182,9/10/17 10:44,34.019505,-118.290054,10.72,-0.225189,0.012955,-0.98909,no
183,9/10/17 10:44,34.019546,-118.290144,9.73,0.105637,-0.074097,-1.031296,no
184,9/10/17 10:44,34.019546,-118.290144,9.73,-0.252365,0.215195,-1.018524,no
185,9/10/17 10:44,34.019546,-118.290144,9.73,-0.090317,0.057327,-0.913345,no
186,9/10/17 10:44,34.019546,-118.290144,9.73,-0.147537,-0.151321,-1.11853,no
187,9/10/17 10:44,34.019546,-118.290144,9.73,-0.011841,0.097305,-1.079514,no
188,9/10/17 10:44,34.019546,-118.290144,9.73,0.074783,0.033539,-1.004578,no
189,9/10/17 10:44,34.019546,-118.290144,9.73,-0.144745,-0.072296,-1.000885,no
190,9/10/17 10:44,34.019546,-118.290144,9.73,-0.195831,0.053711,-1.082977,no
191,9/10/17 10:44,34.019546,-118.290144,9.73,0.068954,0.044525,-1.014999,no
192,9/10/17 10:44,34.019546,-118.290144,9.73,-0.191849,0.062286,-1.072327,no
193,9/10/17 10:44,34.019584,-118.290226,8.67,-0.095825,0.008362,-0.867981,no
194,9/10/17 10:44,34.019584,-118.290226,8.67,-0.148056,0.031326,-1.032318,no
195,9/10/17 10:44,34.019584,-118.290226,8.67,-0.035309,0.010818,-1.068405,no
196,9/10/17 10:44,34.019584,-118.290226,8.67,-0.174667,0.052994,-1.097824,no
197,9/10/17 10:44,34.019584,-118.290226,8.67,-0.128036,-0.01973,-1.057281,no
198,9/10/17 10:44,34.019584,-118.290226,8.67,-0.135651,0.013138,-1.02562,no
199,9/10/17 10:44,34.019584,-118.290226,8.67,-0.088501,-0.037491,-1.050644,no
200,9/10/17 10:44,34.019584,-118.290226,8.67,-0.143677,0.054886,-1.000443,no
201,9/10/17 10:44,34.019584,-118.290226,8.67,-0.116806,0.070129,-1.036148,no
202,9/10/17 10:44,34.019609,-118.290299,7.19,-0.126709,0.040344,-1.040985,no
203,9/10/17 10:44,34.019609,-118.290299,7.19,-0.130905,0.028885,-0.98674,no
204,9/10/17 10:44,34.019609,-118.290299,7.19,-0.148193,0.012238,-0.952637,no
205,9/10/17 10:44,34.019609,-118.290299,7.19,-0.176178,0.031921,-0.974548,no
206,9/10/17 10:44,34.019609,-118.290299,7.19,-0.184601,0.115311,-0.97171,no
207,9/10/17 10:44,34.019609,-118.290299,7.19,-0.175629,0.034973,-1.064636,no
208,9/10/17 10:44,34.019609,-118.290299,7.19,-0.22583,0.063583,-0.963058,no
209,9/10/17 10:44,34.019609,-118.290299,7.19,-0.169128,-0.001663,-1.010605,no
210,9/10/17 10:44,34.019609,-118.290299,7.19,-0.220688,0.071762,-0.981583,no
211,9/10/17 10:44,34.019609,-118.290299,7.19,-0.193161,0.056473,-1.013199,no
