"","Date","Latitude","Longitude","Speed","forw_accel","hori_accel","vert_accel_G","speedbump","vert_accel","vert_accel_ratio_speed","sq_vert_accel_ratio_speed","vert_jolt","vert_jolt_ratio_speed","sq_vert_jolt_ratio_speed","vert_jolt_mean","vert_jolt_sd","vert_jolt_min","vert_jolt_max","vert_jolt_range"
"1",2017-09-10 10:41:41,34.019606,-118.290387,1.26,0.061111,0.097855,-1.052109,"no",-0.052109,-0.0413563492063492,0.00215503800079365,0,0,0,0,0,0,0,0
"2",2017-09-10 10:41:41,34.019606,-118.290387,1.26,0.084412,0.034332,-0.990005,"no",0.00999499999999998,0.00793253968253966,7.92857341269837e-05,0.0621039999999999,0.0492888888888888,0.00306103715555555,0,0,0,0,0
"3",2017-09-10 10:41:41,34.019606,-118.290387,1.26,0.07666,0.050888,-0.987228,"no",0.012772,0.0101365079365079,0.000129463479365079,0.00277700000000003,0.00220396825396828,6.12041984126997e-06,0.0120362,0.0376736376024402,-0.0378879999999999,0.0621039999999999,0.0999919999999999
"4",2017-09-10 10:41:41,34.019606,-118.290387,1.26,0.065475,0.049957,-1.025116,"no",-0.0251159999999999,-0.0199333333333333,0.000500645599999997,-0.0378879999999999,-0.0300698412698412,0.00113928614603174,0.0108888,0.0382153299567071,-0.0378879999999999,0.0621039999999999,0.0999919999999999
"5",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.06308,0.03157,-0.991928,"no",0.00807199999999997,0.00858723404255316,6.93161531914888e-05,0.0331879999999999,0.0353063829787233,0.00117174823829786,-0.000860599999999989,0.0254221117985898,-0.0378879999999999,0.0331879999999999,0.0710759999999998
"6",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.104736,0.023392,-0.997665,"no",0.00233499999999998,0.00248404255319146,5.80023936170201e-06,-0.00573699999999999,-0.00610319148936169,3.5014009574468e-05,-0.00430619999999999,0.0259674850283965,-0.0378879999999999,0.0331879999999999,0.0710759999999998
"7",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.09079,0.039459,-0.994308,"no",0.00569200000000003,0.0060553191489362,3.44668765957451e-05,0.00335700000000005,0.00357127659574474,1.19887755319153e-05,0.00156559999999999,0.0188078819062647,-0.014451,0.0331879999999999,0.0476389999999999
"8",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.089569,0.051132,-1.008759,"no",-0.00875899999999996,-0.00931808510638294,8.16171074468078e-05,-0.014451,-0.0153734042553191,0.000222161064893617,-0.00194400000000001,0.0117417181451438,-0.014451,0.0156399999999999,0.0300909999999999
"9",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.06868,0.042725,-1.017288,"no",-0.017288,-0.0183914893617021,0.000317952068085105,-0.00852900000000001,-0.00907340425531916,7.73870648936172e-05,0.000918400000000008,0.0123163267981976,-0.014451,0.0156399999999999,0.0300909999999999
"10",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.076248,0.020279,-1.001648,"no",-0.00164800000000009,-0.0017531914893618,2.88925957446841e-06,0.0156399999999999,0.0166382978723403,0.0002602229787234,4.88000000000044e-05,0.0122544445080142,-0.014451,0.0156399999999999,0.0300909999999999
"11",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.043503,0.020126,-0.993073,"no",0.00692700000000002,0.00736914893617023,5.10460946808513e-05,0.00857500000000011,0.00912234042553203,7.82240691489382e-05,0.00147399999999998,0.0104242312906036,-0.00852900000000001,0.0156399999999999,0.0241689999999999
"12",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.04924,0.02536,-0.994064,"no",0.00593600000000005,0.00631489361702133,3.7485208510639e-05,-0.000990999999999964,-0.0010542553191489,1.04476702127652e-06,0.00236499999999999,0.00950538376395187,-0.00732500000000014,0.0156399999999999,0.022965
"13",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.065063,0.04007,-1.001389,"no",-0.00138900000000008,-0.00147765957446818,2.05246914893642e-06,-0.00732500000000014,-0.00779255319148951,5.70804521276617e-05,-0.000314399999999981,0.00610947254679165,-0.00732500000000014,0.00857500000000011,0.0159000000000002
"14",2017-09-10 10:41:42,34.019603,-118.290375,0.94,0.041107,0.050888,-1.005463,"no",-0.005463,-0.00581170212765957,3.17493287234042e-05,-0.00407399999999991,-0.0043340425531914,1.76568893617014e-05,-0.002661,0.00356491900328749,-0.00732500000000014,0.00224299999999999,0.00956800000000013
"15",2017-09-10 10:41:43,34.019599,-118.290363,0.98,0.02623,0.027893,-1.00322,"no",-0.00322,-0.00328571428571429,1.058e-05,0.00224299999999999,0.00228877551020408,5.13372346938773e-06,-0.00364380000000002,0.0036653699267605,-0.00732500000000014,0.00224299999999999,0.00956800000000013
"16",2017-09-10 10:41:43,34.019599,-118.290363,0.98,0.015503,0.027008,-1.006378,"no",-0.00637799999999999,-0.00650816326530612,4.15090653061224e-05,-0.00315799999999999,-0.00322244897959183,1.0176493877551e-05,0.00184340000000001,0.0106528425455368,-0.00590500000000005,0.020111,0.026016
"17",2017-09-10 10:41:43,34.019599,-118.290363,0.98,0.012222,0.037399,-1.012283,"no",-0.012283,-0.0125336734693878,0.000153951111224491,-0.00590500000000005,-0.00602551020408168,3.55806377551026e-05,0.000494400000000006,0.011938948479661,-0.0108189999999999,0.020111,0.0309299999999999
"18",2017-09-10 10:41:43,34.019599,-118.290363,0.98,0.030823,0.048706,-0.992172,"no",0.00782799999999995,0.00798775510204076,6.25281469387747e-05,0.020111,0.0205214285714286,0.00041270645,0.00232239999999999,0.0129320343643218,-0.0108189999999999,0.020111,0.0309299999999999
