,Batch id, time, Longitude, Latitude, x, y, z,velocity,x_raw,y_raw,z_raw,label
5945,73,2017-10-15 13:53:50.661,36.79451792,-1.28539154,0.003,0.001,0.031,4.00089856429,1.84022284664,-0.137860163644,-0.870274648274,0.0
5946,73,2017-10-15 13:53:50.764,36.79451792,-1.28539154,-0.001,-0.006,0.019,4.00089856429,1.73722284664,-0.755860163644,1.08672535173,0.0
5947,73,2017-10-15 13:53:50.868,36.79451792,-1.28539154,-0.003,0.007,0.0,4.00089856429,1.42522284664,-0.0278601636438,1.08672535173,0.0
5948,73,2017-10-15 13:53:50.972,36.79451792,-1.28539154,-0.001,0.006,-0.022,4.00089856429,1.32122284664,0.596139836356,-1.20127464827,0.0
5950,73,2017-10-15 13:53:51.077,36.7946067,-1.28542187,0.01,-0.006,0.004,4.00089856429,2.37122284664,-0.0338601636438,-0.781274648274,0.0
5951,73,2017-10-15 13:53:51.181,36.7946067,-1.28542187,-0.001,-0.002,0.0,4.00089856429,2.26722284664,-0.241860163644,-0.781274648274,0.0
5952,73,2017-10-15 13:53:51.284,36.7946067,-1.28542187,-0.011,0.007,0.011,4.00089856429,1.13422284664,0.479139836356,0.351725351726,0.0
5953,73,2017-10-15 13:53:51.385,36.7946067,-1.28542187,0.004,0.005,0.021,4.00089856429,1.53822284664,0.984139836356,2.47272535173,0.0
5954,73,2017-10-15 13:53:51.487,36.7946067,-1.28542187,0.005,-0.014,-0.043,4.00089856429,2.04822284664,-0.443860163644,-1.91327464827,0.0
5955,73,2017-10-15 13:53:51.590,36.7946067,-1.28542187,-0.002,0.012,-0.02,4.00089856429,1.84222284664,0.792139836356,-3.97327464827,0.0
5956,73,2017-10-15 13:53:51.694,36.7946067,-1.28542187,-0.003,0.001,0.019,4.00089856429,1.53022284664,0.896139836356,-1.99727464827,0.0
5957,73,2017-10-15 13:53:51.799,36.7946067,-1.28542187,-0.01,-0.014,0.001,4.00089856429,0.480222846636,-0.573860163644,-1.89227464827,0.0
5958,73,2017-10-15 13:53:51.902,36.7946067,-1.28542187,0.018,-0.004,0.064,4.00089856429,2.33422284664,-0.985860163644,4.69972535173,0.0
5960,73,2017-10-15 13:53:52.005,36.79470256,-1.28544486,-0.003,0.023,-0.048,4.00089856429,2.02522284664,1.38313983636,-0.244274648274,0.0
5961,73,2017-10-15 13:53:52.109,36.79470256,-1.28544486,-0.003,0.006,-0.033,4.00089856429,1.71322284664,2.00713983636,-3.67627464827,0.0
5962,73,2017-10-15 13:53:52.214,36.79470256,-1.28544486,-0.002,-0.017,0.02,4.00089856429,1.50322284664,0.222139836356,-1.57627464827,0.0
5963,73,2017-10-15 13:53:52.317,36.79470256,-1.28544486,0.01,-0.018,0.01,4.00089856429,2.53322284664,-1.63186016364,-0.546274648274,0.0
5964,73,2017-10-15 13:53:52.423,36.79470256,-1.28544486,-0.003,0.018,-0.014,4.00089856429,2.21522284664,0.276139836356,-2.03027464827,0.0
5965,73,2017-10-15 13:53:52.524,36.79470256,-1.28544486,-0.001,0.025,-0.011,4.00089856429,2.11422284664,2.80113983636,-3.14127464827,0.0
5966,73,2017-10-15 13:53:52.629,36.79470256,-1.28544486,0.001,-0.029,0.048,4.00089856429,2.21922284664,-0.243860163644,1.89872535173,0.0
5967,73,2017-10-15 13:53:52.733,36.79470256,-1.28544486,-0.008,-0.035,-0.004,4.00089856429,1.38722284664,-3.88386016364,1.48272535173,0.0
5968,73,2017-10-15 13:53:52.836,36.79470256,-1.28544486,-0.008,0.043,-0.036,4.00089856429,0.563222846636,0.545139836356,-2.22527464827,0.0
5969,73,2017-10-15 13:53:52.940,36.79470256,-1.28544486,-0.005,0.031,0.024,4.00089856429,0.0432228466363,3.76913983636,0.270725351726,0.0
5971,73,2017-10-15 13:53:53.043,36.79479285,-1.2854642,-0.003,-0.06,-0.059,4.00089856429,-0.265777153364,-2.41086016364,-5.80627464827,0.0
5972,73,2017-10-15 13:53:53.147,36.79479285,-1.2854642,0.039,-0.016,0.025,4.00089856429,3.79022284664,-4.07486016364,-3.20627464827,0.0
5973,73,2017-10-15 13:53:53.251,36.79479285,-1.2854642,0.01,0.047,0.012,4.00089856429,4.83022284664,0.813139836356,-1.95827464827,0.0
5974,73,2017-10-15 13:53:53.354,36.79479285,-1.2854642,-0.023,0.012,0.017,4.00089856429,2.46122284664,2.04913983636,-0.207274648274,0.0
5975,73,2017-10-15 13:53:53.459,36.79479285,-1.2854642,-0.026,-0.039,0.057,4.00089856429,-0.268777153364,-2.04586016364,5.77772535173,0.0
5976,73,2017-10-15 13:53:53.562,36.79479285,-1.2854642,-0.009,-0.001,-0.021,4.00089856429,-1.19577715336,-2.14886016364,3.61472535173,0.0
5977,73,2017-10-15 13:53:53.667,36.79479285,-1.2854642,0.022,0.031,-0.017,4.00089856429,1.11422284664,1.10613983636,1.82972535173,0.0
5978,73,2017-10-15 13:53:53.770,36.79479285,-1.2854642,0.027,-0.014,-0.029,4.00089856429,3.89522284664,-0.335860163644,-1.15727464827,0.0
5979,73,2017-10-15 13:53:53.874,36.79479285,-1.2854642,-0.001,-0.006,-0.01,4.00089856429,3.79122284664,-0.959860163644,-2.19727464827,0.0
5980,73,2017-10-15 13:53:53.981,36.79479285,-1.2854642,-0.02,0.005,0.004,4.00089856429,1.65122284664,-0.424860163644,-1.76927464827,0.0
5982,73,2017-10-15 13:53:54.081,36.7948813,-1.28548371,-0.019,0.013,0.011,4.00089856429,-0.248777153364,0.875139836356,-0.669274648274,0.0
5983,73,2017-10-15 13:53:54.186,36.7948813,-1.28548371,0.007,-0.006,0.003,4.00089856429,0.486222846636,0.245139836356,-0.354274648274,0.0
5984,73,2017-10-15 13:53:54.290,36.7948813,-1.28548371,0.022,-0.012,0.01,4.00089856429,2.77422284664,-1.00286016364,0.685725351726,0.0
5985,73,2017-10-15 13:53:54.392,36.7948813,-1.28548371,0.008,0.007,-0.003,4.00089856429,3.59022284664,-0.288860163644,0.379725351726,0.0
5986,73,2017-10-15 13:53:54.496,36.7948813,-1.28548371,-0.02,0.012,-0.013,4.00089856429,1.51022284664,0.959139836356,-0.972274648274,0.0
5987,73,2017-10-15 13:53:54.600,36.7948813,-1.28548371,-0.007,-0.004,0.018,4.00089856429,0.782222846636,0.543139836356,0.899725351726,0.0
5988,73,2017-10-15 13:53:54.704,36.7948813,-1.28548371,-0.007,0.002,-0.007,4.00089856429,0.0542228466363,0.751139836356,0.171725351726,0.0
5989,73,2017-10-15 13:53:54.809,36.7948813,-1.28548371,0.016,-0.007,-0.008,4.00089856429,1.73422284664,0.0161398363562,-0.668274648274,0.0
5990,73,2017-10-15 13:53:54.911,36.7948813,-1.28548371,0.017,0.01,-0.005,4.00089856429,3.46822284664,1.03613983636,-1.17827464827,0.0
5992,73,2017-10-15 13:53:55.030,36.79497223,-1.28550742,-0.009,0.0,0.019,4.00089856429,2.39722284664,1.03613983636,1.08272535173,0.0
5993,73,2017-10-15 13:53:55.134,36.79497223,-1.28550742,-0.007,-0.015,-0.022,4.00089856429,1.66922284664,-0.523860163644,-1.20527464827,0.0
5994,73,2017-10-15 13:53:55.238,36.79497223,-1.28550742,-0.005,0.0,0.022,4.00089856429,1.14922284664,-0.523860163644,1.08272535173,0.0
5995,73,2017-10-15 13:53:55.343,36.79497223,-1.28550742,0.019,-0.016,-0.002,4.00089856429,3.14422284664,-2.20386016364,0.872725351726,0.0
5996,73,2017-10-15 13:53:55.445,36.79497223,-1.28550742,-0.004,0.037,0.01,4.00089856429,2.73622284664,1.57013983636,1.89272535173,0.0
5997,73,2017-10-15 13:53:55.549,36.79497223,-1.28550742,-0.02,0.0,-0.026,4.00089856429,0.656222846636,1.57013983636,-0.811274648274,0.0
5998,73,2017-10-15 13:53:55.654,36.79497223,-1.28550742,-0.009,-0.027,0.012,4.00089856429,-0.288777153364,-1.26486016364,0.448725351726,0.0
5999,73,2017-10-15 13:53:55.756,36.79497223,-1.28550742,0.013,-0.006,-0.017,4.00089856429,1.03722284664,-1.87686016364,-1.28527464827,0.0
6000,73,2017-10-15 13:53:55.861,36.79497223,-1.28550742,0.009,0.034,0.006,4.00089856429,1.98222284664,1.69313983636,-0.655274648274,0.0
6001,73,2017-10-15 13:53:55.966,36.79497223,-1.28550742,0.001,-0.004,-0.011,4.00089856429,2.08722284664,1.27313983636,-1.81027464827,0.0
6003,73,2017-10-15 13:53:56.068,36.79505877,-1.28553265,-0.009,-0.029,0.022,4.00089856429,1.16922284664,-1.68486016364,0.433725351726,0.0
6004,73,2017-10-15 13:53:56.172,36.79505877,-1.28553265,0.017,-0.009,0.003,4.00089856429,2.93722284664,-2.62086016364,0.745725351726,0.0
6005,73,2017-10-15 13:53:56.276,36.79505877,-1.28553265,0.003,0.026,-0.02,4.00089856429,3.24922284664,0.0831398363562,-1.33427464827,0.0
6006,73,2017-10-15 13:53:56.380,36.79505877,-1.28553265,-0.016,0.022,0.003,4.00089856429,1.58522284664,2.37113983636,-1.02227464827,0.0
6007,73,2017-10-15 13:53:56.483,36.79505877,-1.28553265,-0.008,-0.023,0.007,4.00089856429,0.761222846636,0.00213983635618,-0.301274648274,0.0
6008,73,2017-10-15 13:53:56.587,36.79505877,-1.28553265,0.011,-0.007,0.017,4.00089856429,1.90522284664,-0.725860163644,1.46672535173,0.0
6009,73,2017-10-15 13:53:56.692,36.79505877,-1.28553265,0.007,-0.005,-0.018,4.00089856429,2.64022284664,-1.25086016364,-0.423274648274,0.0
6010,73,2017-10-15 13:53:56.796,36.79505877,-1.28553265,0.009,0.011,0.006,4.00089856429,3.57622284664,-0.106860163644,0.200725351726,0.0
6011,73,2017-10-15 13:53:56.899,36.79505877,-1.28553265,-0.016,0.005,-0.059,4.00089856429,1.92822284664,0.408139836356,-5.87627464827,0.0
6013,73,2017-10-15 13:53:56.999,36.79514185,-1.28555686,-0.009,-0.002,0.083,4.00089856429,1.02822284664,0.208139836356,2.42372535173,0.0
6014,73,2017-10-15 13:53:57.102,36.79514185,-1.28555686,0.005,-0.008,0.005,4.00089856429,1.54322284664,-0.615860163644,2.93872535173,0.0
6015,73,2017-10-15 13:53:57.205,36.79514185,-1.28555686,0.004,0.011,-0.034,4.00089856429,1.95522284664,0.517139836356,-0.563274648274,0.0
6016,73,2017-10-15 13:53:57.309,36.79514185,-1.28555686,0.011,-0.004,-0.024,4.00089856429,3.09922284664,0.101139836356,-3.05927464827,0.0
6017,73,2017-10-15 13:53:57.413,36.79514185,-1.28555686,-0.005,-0.002,-0.005,4.00089856429,2.57922284664,-0.106860163644,-3.57927464827,0.0
6018,73,2017-10-15 13:53:57.517,36.79514185,-1.28555686,-0.004,-0.002,0.05,4.00089856429,2.16322284664,-0.314860163644,1.62072535173,0.0
6019,73,2017-10-15 13:53:57.620,36.79514185,-1.28555686,-0.005,0.005,0.001,4.00089856429,1.64822284664,0.200139836356,1.72372535173,0.0
6020,73,2017-10-15 13:53:57.724,36.79514185,-1.28555686,0.0,-0.002,-0.015,4.00089856429,1.64822284664,-0.00786016364382,0.163725351726,0.0
6021,73,2017-10-15 13:53:57.828,36.79514185,-1.28555686,0.009,-0.008,-0.007,4.00089856429,2.58422284664,-0.839860163644,-0.564274648274,0.0
6022,73,2017-10-15 13:53:57.932,36.79514185,-1.28555686,0.002,0.007,0.006,4.00089856429,2.79222284664,-0.111860163644,0.0597253517255,0.0
6024,73,2017-10-15 13:53:58.035,36.79522573,-1.28558262,-0.006,0.007,0.003,4.00089856429,2.17422284664,0.609139836356,0.368725351726,0.0
6025,73,2017-10-15 13:53:58.139,36.79522573,-1.28558262,-0.005,-0.007,-0.017,4.00089856429,1.65422284664,-0.118860163644,-1.39927464827,0.0
6026,73,2017-10-15 13:53:58.243,36.79522573,-1.28558262,0.003,-0.006,-0.007,4.00089856429,1.96622284664,-0.742860163644,-2.12727464827,0.0
6027,73,2017-10-15 13:53:58.347,36.79522573,-1.28558262,0.001,0.003,0.013,4.00089856429,2.07022284664,-0.430860163644,-0.775274648274,0.0
6028,73,2017-10-15 13:53:58.450,36.79522573,-1.28558262,0.007,-0.001,0.01,4.00089856429,2.79122284664,-0.533860163644,0.254725351726,0.0
6029,73,2017-10-15 13:53:58.555,36.79522573,-1.28558262,-0.003,0.004,-0.008,4.00089856429,2.47622284664,-0.113860163644,-0.585274648274,0.0
6030,73,2017-10-15 13:53:58.658,36.79522573,-1.28558262,-0.004,0.0,-0.003,4.00089856429,2.06422284664,-0.113860163644,-0.894274648274,0.0
6031,73,2017-10-15 13:53:58.762,36.79522573,-1.28558262,-0.002,0.002,-0.003,4.00089856429,1.85622284664,0.0941398363562,-1.20627464827,0.0
6032,73,2017-10-15 13:53:58.866,36.79522573,-1.28558262,0.005,-0.016,0.003,4.00089856429,2.37622284664,-1.56986016364,-0.894274648274,0.0
6033,73,2017-10-15 13:53:58.969,36.79522573,-1.28558262,-0.009,0.014,-0.001,4.00089856429,1.44922284664,-0.127860163644,-0.997274648274,0.0
6035,73,2017-10-15 13:53:59.073,36.79530382,-1.28560224,0.01,-0.006,0.018,4.00089856429,2.48922284664,-0.751860163644,0.874725351726,0.0
6036,73,2017-10-15 13:53:59.176,36.79530382,-1.28560224,0.006,-0.001,0.01,4.00089856429,3.10722284664,-0.854860163644,1.90472535173,0.0
6037,73,2017-10-15 13:53:59.280,36.79530382,-1.28560224,0.0,-0.004,-0.059,4.00089856429,3.10722284664,-1.27086016364,-4.23127464827,0.0
6038,73,2017-10-15 13:53:59.384,36.79530382,-1.28560224,-0.016,0.013,0.044,4.00089856429,1.44322284664,0.0811398363562,0.344725351726,0.0
6039,73,2017-10-15 13:53:59.488,36.79530382,-1.28560224,-0.008,-0.017,0.009,4.00089856429,0.611222846636,-1.68686016364,1.28072535173,0.0
6040,73,2017-10-15 13:53:59.592,36.79530382,-1.28560224,0.006,0.022,-0.012,4.00089856429,1.23522284664,0.601139836356,0.0327253517255,0.0
6041,73,2017-10-15 13:53:59.696,36.79530382,-1.28560224,0.023,-0.008,0.033,4.00089856429,3.62722284664,-0.230860163644,3.46472535173,0.0
6042,73,2017-10-15 13:53:59.800,36.79530382,-1.28560224,-0.006,0.006,-0.03,4.00089856429,3.00322284664,0.393139836356,0.344725351726,0.0
6043,73,2017-10-15 13:53:59.904,36.79530382,-1.28560224,-0.012,-0.011,-0.026,4.00089856429,1.75522284664,-0.750860163644,-2.35927464827,0.0
6045,73,2017-10-15 13:54:00.019,36.79538377,-1.28562473,0.0,0.002,0.013,4.00089856429,1.75522284664,-0.520860163644,-0.864274648274,0.0
6046,73,2017-10-15 13:54:00.121,36.79538377,-1.28562473,-0.008,0.009,-0.004,4.00089856429,0.939222846636,0.397139836356,-1.27227464827,0.0
6047,73,2017-10-15 13:54:00.225,36.79538377,-1.28562473,0.006,-0.013,0.017,4.00089856429,1.56322284664,-0.954860163644,0.495725351726,0.0
6048,73,2017-10-15 13:54:00.330,36.79538377,-1.28562473,0.002,0.005,-0.019,4.00089856429,1.77322284664,-0.429860163644,-1.49927464827,0.0
6049,73,2017-10-15 13:54:00.433,36.79538377,-1.28562473,0.002,0.006,0.018,4.00089856429,1.97922284664,0.188139836356,0.354725351726,0.0
6050,73,2017-10-15 13:54:00.536,36.79538377,-1.28562473,0.006,-0.019,0.018,4.00089856429,2.59722284664,-1.76886016364,2.20872535173,0.0
6051,73,2017-10-15 13:54:00.640,36.79538377,-1.28562473,-0.004,0.012,-0.035,4.00089856429,2.18122284664,-0.520860163644,-1.43127464827,0.0
6052,73,2017-10-15 13:54:00.745,36.79538377,-1.28562473,-0.012,0.028,0.006,4.00089856429,0.921222846636,2.41913983636,-0.801274648274,0.0
6053,73,2017-10-15 13:54:00.847,36.79538377,-1.28562473,0.005,-0.02,-0.013,4.00089856429,1.43122284664,0.379139836356,-2.12727464827,0.0
6054,73,2017-10-15 13:54:00.951,36.79538377,-1.28562473,0.016,-0.023,0.035,4.00089856429,3.09522284664,-2.01286016364,1.51272535173,0.0
6056,73,2017-10-15 13:54:01.055,36.7954626,-1.28564687,-0.005,0.026,-0.028,4.00089856429,2.57522284664,0.691139836356,-1.39927464827,0.0
6057,73,2017-10-15 13:54:01.159,36.7954626,-1.28564687,-0.017,0.025,-0.015,4.00089856429,0.807222846636,3.29113983636,-2.95927464827,0.0
6058,73,2017-10-15 13:54:01.263,36.7954626,-1.28564687,0.007,-0.043,0.034,4.00089856429,1.53522284664,-1.18086016364,0.576725351726,0.0
6059,73,2017-10-15 13:54:01.367,36.7954626,-1.28564687,0.005,-0.015,-0.001,4.00089856429,2.05522284664,-2.74086016364,0.472725351726,0.0
6060,73,2017-10-15 13:54:01.471,36.7954626,-1.28564687,0.009,0.042,-0.024,4.00089856429,2.99122284664,1.62713983636,-2.02327464827,0.0
6061,73,2017-10-15 13:54:01.574,36.7954626,-1.28564687,-0.007,-0.001,0.012,4.00089856429,2.27022284664,1.52413983636,-0.787274648274,0.0
6062,73,2017-10-15 13:54:01.679,36.7954626,-1.28564687,-0.011,-0.026,-0.016,4.00089856429,1.11522284664,-1.20586016364,-2.46727464827,0.0
6063,73,2017-10-15 13:54:01.782,36.7954626,-1.28564687,0.004,0.0,0.031,4.00089856429,1.52722284664,-1.20586016364,0.725725351726,0.0
6064,73,2017-10-15 13:54:01.887,36.7954626,-1.28564687,0.005,0.025,-0.01,4.00089856429,2.05222284664,1.41913983636,-0.324274648274,0.0
6065,73,2017-10-15 13:54:01.989,36.79554431,-1.28567028,0.005,0.025,-0.01,4.00089856429,2.56222284664,3.96913983636,-1.34427464827,0.0
6066,73,2017-10-15 13:54:02.008,36.79554431,-1.28567028,0.004,-0.006,0.006,4.00089856429,2.63822284664,3.85513983636,-1.23027464827,0.0
6067,73,2017-10-15 13:54:02.113,36.79554431,-1.28567028,0.0,-0.008,-0.002,4.00089856429,2.63822284664,3.01513983636,-1.44027464827,0.0
6068,73,2017-10-15 13:54:02.217,36.79554431,-1.28567028,0.004,-0.032,0.0,4.00089856429,3.05422284664,-0.312860163644,-1.44027464827,0.0
6069,73,2017-10-15 13:54:02.320,36.79554431,-1.28567028,0.002,0.023,0.0,4.00089856429,3.26022284664,2.05613983636,-1.44027464827,0.0
6070,73,2017-10-15 13:54:02.424,36.79554431,-1.28567028,-0.023,0.033,-0.018,4.00089856429,0.868222846636,5.48813983636,-3.31227464827,0.0
6071,73,2017-10-15 13:54:02.528,36.79554431,-1.28567028,-0.002,-0.008,0.004,4.00089856429,0.660222846636,4.65613983636,-2.89627464827,0.0
6072,73,2017-10-15 13:54:02.632,36.79554431,-1.28567028,0.02,-0.045,0.024,4.00089856429,2.74022284664,-0.0238601636438,-0.400274648274,0.0
6073,73,2017-10-15 13:54:02.736,36.79554431,-1.28567028,0.001,0.02,-0.019,4.00089856429,2.84422284664,2.05613983636,-2.37627464827,0.0
6074,73,2017-10-15 13:54:02.840,36.79554431,-1.28567028,0.002,0.03,0.017,4.00089856429,3.05222284664,5.17613983636,-0.608274648274,0.0
6075,73,2017-10-15 13:54:02.943,36.79554431,-1.28567028,0.001,-0.032,0.042,4.00089856429,3.15522284664,1.88013983636,3.71772535173,0.0
6077,73,2017-10-15 13:54:03.048,36.79562442,-1.28568911,-0.011,-0.013,-0.049,4.00089856429,2.00022284664,0.515139836356,-1.42727464827,0.0
6078,73,2017-10-15 13:54:03.151,36.79562442,-1.28568911,-0.001,0.031,-0.015,4.00089856429,1.89722284664,3.70813983636,-2.97227464827,0.0
6079,73,2017-10-15 13:54:03.255,36.79562442,-1.28568911,0.007,0.004,0.038,4.00089856429,2.62522284664,4.12413983636,0.979725351726,0.0
6080,73,2017-10-15 13:54:03.358,36.79562442,-1.28568911,-0.007,-0.022,-0.02,4.00089856429,1.90422284664,1.85813983636,-1.08027464827,0.0
6081,73,2017-10-15 13:54:03.462,36.79562442,-1.28568911,-0.006,0.002,0.012,4.00089856429,1.28022284664,2.06613983636,0.167725351726,0.0
6082,73,2017-10-15 13:54:03.566,36.79562442,-1.28568911,0.011,0.0,-0.037,4.00089856429,2.42422284664,2.06613983636,-3.68027464827,0.0
6083,73,2017-10-15 13:54:03.670,36.79562442,-1.28568911,0.013,-0.006,-0.01,4.00089856429,3.77622284664,1.44213983636,-4.72027464827,0.0
6084,73,2017-10-15 13:54:03.774,36.79562442,-1.28568911,-0.015,0.008,0.024,4.00089856429,2.21622284664,2.27413983636,-2.22427464827,0.0
6085,73,2017-10-15 13:54:03.878,36.79562442,-1.28568911,-0.008,0.009,-0.011,4.00089856429,1.38422284664,3.21013983636,-3.36827464827,0.0
6086,73,2017-10-15 13:54:03.985,36.79562442,-1.28568911,-0.007,0.003,-0.01,4.00089856429,0.635222846636,3.53113983636,-4.43827464827,0.0
6088,73,2017-10-15 13:54:04.090,36.79570099,-1.2857125,0.001,-0.031,0.033,4.00089856429,0.740222846636,0.276139836356,-0.973274648274,0.0
6089,73,2017-10-15 13:54:04.194,36.79570099,-1.2857125,0.01,0.018,-0.014,4.00089856429,1.78022284664,2.14813983636,-2.42927464827,0.0
6090,73,2017-10-15 13:54:04.298,36.79570099,-1.2857125,0.023,0.028,-0.02,4.00089856429,4.17222284664,5.06013983636,-4.50927464827,0.0
6091,73,2017-10-15 13:54:04.402,36.79570099,-1.2857125,0.006,-0.026,0.021,4.00089856429,4.79622284664,2.35613983636,-2.32527464827,0.0
6092,73,2017-10-15 13:54:04.505,36.79570099,-1.2857125,-0.032,-0.014,0.004,4.00089856429,1.50022284664,0.914139836356,-1.91327464827,0.0
6093,73,2017-10-15 13:54:04.609,36.79570099,-1.2857125,-0.014,0.027,0.005,4.00089856429,0.0442228466363,3.72213983636,-1.39327464827,0.0
6094,73,2017-10-15 13:54:04.712,36.79570099,-1.2857125,0.011,0.022,-0.045,4.00089856429,1.17722284664,5.98813983636,-6.02827464827,0.0
6095,73,2017-10-15 13:54:04.816,36.79570099,-1.2857125,0.046,-0.053,0.057,4.00089856429,5.96122284664,0.476139836356,-0.100274648274,0.0
6096,73,2017-10-15 13:54:04.920,36.79570099,-1.2857125,-0.028,-0.011,-0.077,4.00089856429,3.04922284664,-0.667860163644,-8.10827464827,0.0
6098,73,2017-10-15 13:54:05.021,36.7957812,-1.28573453,-0.04,0.09,0.06,4.00089856429,-0.990777153364,8.42213983636,-2.04827464827,0.0
6099,73,2017-10-15 13:54:05.123,36.7957812,-1.28573453,0.013,-0.025,0.024,4.00089856429,0.335222846636,5.87213983636,0.399725351726,0.0
6100,73,2017-10-15 13:54:05.226,36.7957812,-1.28573453,0.024,-0.092,-0.012,4.00089856429,2.80722284664,-3.60386016364,-0.836274648274,0.0
6101,73,2017-10-15 13:54:05.331,36.7957812,-1.28573453,0.013,0.037,-0.009,4.00089856429,4.17222284664,0.281139836356,-1.78127464827,0.0
6102,73,2017-10-15 13:54:05.435,36.7957812,-1.28573453,-0.027,0.079,-0.022,4.00089856429,1.36422284664,8.49713983636,-4.06927464827,0.0
6103,73,2017-10-15 13:54:05.539,36.7957812,-1.28573453,-0.002,-0.017,0.044,4.00089856429,1.15622284664,6.72913983636,0.506725351726,0.0
6104,73,2017-10-15 13:54:05.643,36.7957812,-1.28573453,0.001,-0.078,-0.037,4.00089856429,1.26022284664,-1.38286016364,-3.34127464827,0.0
6105,73,2017-10-15 13:54:05.746,36.7957812,-1.28573453,0.024,0.027,0.038,4.00089856429,3.73222284664,1.39813983636,0.572725351726,0.0
6106,73,2017-10-15 13:54:05.850,36.7957812,-1.28573453,-0.002,0.065,-0.013,4.00089856429,3.52422284664,8.15813983636,-0.779274648274,0.0
6107,73,2017-10-15 13:54:05.954,36.7957812,-1.28573453,0.0,-0.043,-0.025,4.00089856429,3.52422284664,3.68613983636,-3.37927464827,0.0
6109,73,2017-10-15 13:54:06.057,36.79586221,-1.28575773,-0.02,-0.04,0.012,4.00089856429,1.46422284664,-0.433860163644,-2.14327464827,0.0
6110,73,2017-10-15 13:54:06.161,36.79586221,-1.28575773,-0.015,0.035,0.021,4.00089856429,-0.0957771533637,3.20613983636,0.0407253517255,0.0
6111,73,2017-10-15 13:54:06.266,36.79586221,-1.28575773,0.023,0.027,-0.008,4.00089856429,2.31922284664,6.04113983636,-0.799274648274,0.0
6112,73,2017-10-15 13:54:06.368,36.79586221,-1.28575773,0.018,-0.049,-0.025,4.00089856429,4.15522284664,1.04313983636,-3.34927464827,0.0
6113,73,2017-10-15 13:54:06.472,36.79586221,-1.28575773,-0.02,-0.001,0.049,4.00089856429,2.07522284664,0.939139836356,1.74672535173,0.0
6114,73,2017-10-15 13:54:06.576,36.79586221,-1.28575773,-0.033,0.042,-0.023,4.00089856429,-1.35677715336,5.30713983636,-0.645274648274,0.0
6115,73,2017-10-15 13:54:06.680,36.79586221,-1.28575773,0.007,-0.018,-0.041,4.00089856429,-0.628777153364,3.43513983636,-4.90927464827,0.0
6116,73,2017-10-15 13:54:06.783,36.79586221,-1.28575773,0.021,-0.025,0.012,4.00089856429,1.53422284664,0.860139836356,-3.67327464827,0.0
6117,73,2017-10-15 13:54:06.888,36.79586221,-1.28575773,0.018,0.009,0.013,4.00089856429,3.42422284664,1.80513983636,-2.30827464827,0.0
6119,73,2017-10-15 13:54:06.991,36.79594337,-1.28577714,0.008,0.01,0.016,4.00089856429,4.24822284664,2.83513983636,-0.660274648274,0.0
6120,73,2017-10-15 13:54:07.096,36.79594337,-1.28577714,-0.029,0.014,-0.003,4.00089856429,1.20322284664,4.30513983636,-0.975274648274,0.0
6121,73,2017-10-15 13:54:07.199,36.79594337,-1.28577714,-0.005,-0.02,-0.006,4.00089856429,0.688222846636,2.24513983636,-1.59327464827,0.0
6122,73,2017-10-15 13:54:07.303,36.79594337,-1.28577714,0.019,-0.006,-0.019,4.00089856429,2.66422284664,1.62113983636,-3.56927464827,0.0
6123,73,2017-10-15 13:54:07.406,36.79594337,-1.28577714,0.011,0.025,0.001,4.00089856429,3.79722284664,4.19613983636,-3.46627464827,0.0
6124,73,2017-10-15 13:54:07.510,36.79594337,-1.28577714,-0.017,-0.001,0.025,4.00089856429,2.02922284664,4.09213983636,-0.866274648274,0.0
6125,73,2017-10-15 13:54:07.614,36.79594337,-1.28577714,-0.032,-0.007,0.002,4.00089856429,-1.29877715336,3.36413983636,-0.658274648274,0.0
6126,73,2017-10-15 13:54:07.718,36.79594337,-1.28577714,0.017,-0.006,-0.009,4.00089856429,0.469222846636,2.74013983636,-1.59427464827,0.0
6127,73,2017-10-15 13:54:07.822,36.79594337,-1.28577714,0.03,-0.005,-0.005,4.00089856429,3.58922284664,2.22013983636,-2.11427464827,0.0
6128,73,2017-10-15 13:54:07.926,36.79594337,-1.28577714,-0.009,0.005,-0.032,4.00089856429,2.65322284664,2.74013983636,-5.44227464827,0.0
6130,73,2017-10-15 13:54:08.029,36.79602653,-1.28579988,-0.017,0.009,0.013,4.00089856429,0.902222846636,3.66713983636,-4.10327464827,0.0
6131,73,2017-10-15 13:54:08.133,36.79602653,-1.28579988,0.002,-0.004,0.032,4.00089856429,1.11022284664,3.25113983636,-0.775274648274,0.0
6132,73,2017-10-15 13:54:08.236,36.79602653,-1.28579988,0.004,-0.008,-0.019,4.00089856429,1.52222284664,2.42713983636,-2.73227464827,0.0
6133,73,2017-10-15 13:54:08.340,36.79602653,-1.28579988,0.015,0.013,0.01,4.00089856429,3.08222284664,3.77913983636,-1.69227464827,0.0
6134,73,2017-10-15 13:54:08.445,36.79602653,-1.28579988,-0.003,-0.01,-0.013,4.00089856429,2.76722284664,2.72913983636,-3.05727464827,0.0
6135,73,2017-10-15 13:54:08.548,36.79602653,-1.28579988,-0.012,-0.013,0.029,4.00089856429,1.53122284664,1.39013983636,-0.0702746482745,0.0
6136,73,2017-10-15 13:54:08.652,36.79602653,-1.28579988,-0.005,0.027,-0.022,4.00089856429,1.01122284664,4.19813983636,-2.35827464827,0.0
