,Batch id, time, Longitude, Latitude, x, y, z,velocity,x_raw,y_raw,z_raw,label
3805,73,2017-10-15 13:49:51.785,36.78267492,-1.29242101,-0.018,0.0,-0.022,4.00089856429,0.238985459179,-0.920815823977,-3.5973965633,0.0
3806,73,2017-10-15 13:49:51.888,36.78267492,-1.29242101,0.002,0.007,-0.02,4.00089856429,0.444985459179,-0.199815823977,-5.6573965633,0.0
3808,73,2017-10-15 13:49:51.997,36.78273646,-1.29241554,0.009,-0.008,0.006,4.00089856429,1.42598545918,-1.07181582398,-5.0033965633,0.0
3809,73,2017-10-15 13:49:52.100,36.78273646,-1.29241554,-0.009,-0.001,0.012,4.00089856429,0.498985459179,-1.17481582398,-3.7673965633,0.0
3810,73,2017-10-15 13:49:52.204,36.78273646,-1.29241554,0.026,-0.02,-0.013,4.00089856429,3.20298545918,-3.25481582398,-5.1193965633,0.0
3811,73,2017-10-15 13:49:52.308,36.78273646,-1.29241554,0.009,0.008,0.008,4.00089856429,4.13898545918,-2.42281582398,-4.2873965633,0.0
3812,73,2017-10-15 13:49:52.412,36.78273646,-1.29241554,-0.003,0.005,0.009,4.00089856429,3.82698545918,-1.90281582398,-3.3513965633,0.0
3813,73,2017-10-15 13:49:52.516,36.78273646,-1.29241554,-0.035,0.021,-0.019,4.00089856429,0.186985459179,0.281184176023,-5.3273965633,0.0
3814,73,2017-10-15 13:49:52.619,36.78273646,-1.29241554,0.002,-0.018,0.035,4.00089856429,0.392985459179,-1.57281582398,-1.7223965633,0.0
3815,73,2017-10-15 13:49:52.723,36.78273646,-1.29241554,0.016,-0.014,-0.022,4.00089856429,2.05698545918,-3.02881582398,-4.0103965633,0.0
3816,73,2017-10-15 13:49:52.827,36.78273646,-1.29241554,0.013,-0.016,-0.034,4.00089856429,3.40898545918,-4.69281582398,-7.5463965633,0.0
3817,73,2017-10-15 13:49:52.930,36.78273646,-1.29241554,-0.011,0.064,-0.011,4.00089856429,2.27598545918,1.89918417602,-8.6793965633,0.0
3819,73,2017-10-15 13:49:53.034,36.78279281,-1.29241452,-0.03,-0.017,0.064,4.00089856429,-0.844014540821,0.131184176023,-2.0233965633,0.0
3820,73,2017-10-15 13:49:53.138,36.78279281,-1.29241452,-0.003,-0.044,-0.009,4.00089856429,-1.15601454082,-4.44481582398,-2.9593965633,0.0
3821,73,2017-10-15 13:49:53.243,36.78279281,-1.29241452,0.043,0.009,0.085,4.00089856429,3.35898545918,-3.49981582398,5.9656034367,1.0
3822,73,2017-10-15 13:49:53.346,36.78279281,-1.29241452,0.013,0.053,-0.057,4.00089856429,4.69798545918,1.95918417602,0.0946034367011,1.0
3823,73,2017-10-15 13:49:53.451,36.78279281,-1.29241452,0.002,-0.035,0.029,4.00089856429,4.90798545918,-1.71581582398,3.1396034367,1.0
3824,73,2017-10-15 13:49:53.553,36.78279281,-1.29241452,-0.038,-0.016,-0.101,4.00089856429,1.03198545918,-3.34781582398,-7.1623965633,1.0
3825,73,2017-10-15 13:49:53.657,36.78279281,-1.29241452,-0.018,0.02,-0.069,4.00089856429,-0.840014540821,-1.26781582398,-14.3383965633,1.0
3826,73,2017-10-15 13:49:53.761,36.78279281,-1.29241452,0.039,0.017,0.078,4.00089856429,3.21598545918,0.500184176023,-6.2263965633,1.0
3827,73,2017-10-15 13:49:53.865,36.78279281,-1.29241452,0.0,-0.037,0.057,4.00089856429,3.21598545918,-3.34781582398,-0.298396563299,1.0
3828,73,2017-10-15 13:49:53.969,36.78279281,-1.29241452,-0.009,-0.002,-0.034,4.00089856429,2.27998545918,-3.55581582398,-3.8343965633,1.0
3830,73,2017-10-15 13:49:54.073,36.78284839,-1.29241291,-0.009,0.021,-0.002,4.00089856429,1.34398545918,-1.37181582398,-4.0423965633,1.0
3831,73,2017-10-15 13:49:54.176,36.78284839,-1.29241291,0.001,0.024,-0.035,4.00089856429,1.44698545918,1.10018417602,-7.6473965633,0.0
3832,73,2017-10-15 13:49:54.280,36.78284839,-1.29241291,0.01,-0.025,-0.001,4.00089856429,2.48698545918,-1.49981582398,-7.7513965633,0.0
3833,73,2017-10-15 13:49:54.384,36.78284839,-1.29241291,-0.011,-0.009,0.045,4.00089856429,1.34298545918,-2.43581582398,-3.0713965633,0.0
3834,73,2017-10-15 13:49:54.488,36.78284839,-1.29241291,0.0,0.015,0.022,4.00089856429,1.34298545918,-0.875815823977,-0.783396563299,0.0
3835,73,2017-10-15 13:49:54.591,36.78284839,-1.29241291,-0.003,0.015,-0.008,4.00089856429,1.03398545918,0.669184176023,-1.6073965633,0.0
3836,73,2017-10-15 13:49:54.695,36.78284839,-1.29241291,0.023,-0.046,-0.088,4.00089856429,3.42598545918,-4.11481582398,-10.7593965633,0.0
3837,73,2017-10-15 13:49:54.798,36.78284839,-1.29241291,0.001,0.022,0.072,4.00089856429,3.52898545918,-1.84881582398,-3.3433965633,0.0
3838,73,2017-10-15 13:49:54.903,36.78284839,-1.29241291,-0.024,0.033,0.004,4.00089856429,1.00898545918,1.61618417602,-2.9233965633,0.0
3840,73,2017-10-15 13:49:55.004,36.78290598,-1.29240976,-0.024,-0.019,-0.03,4.00089856429,-1.41501454082,-0.302815823977,-5.9533965633,0.0
3841,73,2017-10-15 13:49:55.105,36.78290598,-1.29240976,0.022,-0.03,0.02,4.00089856429,0.806985459179,-3.33281582398,-3.9333965633,0.0
3842,73,2017-10-15 13:49:55.209,36.78290598,-1.29240976,0.027,-0.019,-0.046,4.00089856429,3.61498545918,-5.30881582398,-8.7173965633,0.0
3843,73,2017-10-15 13:49:55.313,36.78290598,-1.29240976,0.002,0.065,0.038,4.00089856429,3.82298545918,1.45118417602,-4.7653965633,0.0
3844,73,2017-10-15 13:49:55.417,36.78290598,-1.29240976,-0.017,0.004,0.024,4.00089856429,2.05498545918,1.86718417602,-2.2693965633,0.0
3845,73,2017-10-15 13:49:55.520,36.78290598,-1.29240976,-0.024,-0.053,-0.024,4.00089856429,-0.417014540821,-3.59181582398,-4.7413965633,0.0
3846,73,2017-10-15 13:49:55.626,36.78290598,-1.29240976,0.012,0.002,0.004,4.00089856429,0.854985459179,-3.37981582398,-4.3173965633,0.0
3847,73,2017-10-15 13:49:55.728,36.78290598,-1.29240976,0.014,0.04,0.01,4.00089856429,2.28298545918,0.700184176023,-3.2973965633,0.0
3848,73,2017-10-15 13:49:55.832,36.78290598,-1.29240976,0.004,-0.003,-0.026,4.00089856429,2.69898545918,0.388184176023,-6.0013965633,0.0
3849,73,2017-10-15 13:49:55.935,36.78290598,-1.29240976,-0.007,-0.036,-0.022,4.00089856429,1.97798545918,-3.31981582398,-8.2673965633,0.0
3851,73,2017-10-15 13:49:56.040,36.78296539,-1.29240437,0.002,0.0,0.008,4.00089856429,2.18798545918,-3.31981582398,-7.4273965633,0.0
3852,73,2017-10-15 13:49:56.143,36.78296539,-1.29240437,-0.018,0.046,0.02,4.00089856429,0.333985459179,1.41818417602,-5.3673965633,0.0
3853,73,2017-10-15 13:49:56.247,36.78296539,-1.29240437,0.011,-0.019,0.026,4.00089856429,1.47798545918,-0.557815823977,-2.6633965633,0.0
3854,73,2017-10-15 13:49:56.351,36.78296539,-1.29240437,0.014,-0.035,-0.02,4.00089856429,2.93398545918,-4.19781582398,-4.7433965633,0.0
3855,73,2017-10-15 13:49:56.456,36.78296539,-1.29240437,-0.004,0.029,0.002,4.00089856429,2.51398545918,-1.15281582398,-4.5333965633,0.0
3856,73,2017-10-15 13:49:56.559,36.78296539,-1.29240437,-0.013,0.026,-0.03,4.00089856429,1.17498545918,1.52518417602,-7.6233965633,0.0
3857,73,2017-10-15 13:49:56.663,36.78296539,-1.29240437,0.003,-0.028,0.043,4.00089856429,1.48698545918,-1.38681582398,-3.1513965633,0.0
3858,73,2017-10-15 13:49:56.766,36.78296539,-1.29240437,0.015,-0.018,0.02,4.00089856429,3.03198545918,-3.24081582398,-1.0913965633,0.0
3859,73,2017-10-15 13:49:56.870,36.78296539,-1.29240437,-0.01,0.031,-0.014,4.00089856429,1.99198545918,-0.0168158239765,-2.5473965633,0.0
3860,73,2017-10-15 13:49:56.974,36.78296539,-1.29240437,-0.004,0.004,-0.02,4.00089856429,1.57598545918,0.399184176023,-4.6273965633,0.0
3862,73,2017-10-15 13:49:57.077,36.78302682,-1.29240528,0.006,-0.024,-0.016,4.00089856429,2.19398545918,-2.07281582398,-6.2753965633,0.0
3863,73,2017-10-15 13:49:57.181,36.78302682,-1.29240528,0.0,0.009,0.01,4.00089856429,2.19398545918,-1.13681582398,-5.2353965633,0.0
3864,73,2017-10-15 13:49:57.285,36.78302682,-1.29240528,-0.001,0.022,0.013,4.00089856429,2.08998545918,1.15118417602,-3.8833965633,0.0
3865,73,2017-10-15 13:49:57.389,36.78302682,-1.29240528,0.007,0.0,0.04,4.00089856429,2.81798545918,1.15118417602,0.276603436701,0.0
3866,73,2017-10-15 13:49:57.492,36.78302682,-1.29240528,-0.001,-0.035,0.019,4.00089856429,2.71498545918,-2.45381582398,2.2336034367,0.0
3867,73,2017-10-15 13:49:57.596,36.78302682,-1.29240528,-0.031,0.02,-0.111,4.00089856429,-0.509014540821,-0.373815823977,-9.3103965633,0.0
3868,73,2017-10-15 13:49:57.700,36.78302682,-1.29240528,0.023,-0.012,0.019,4.00089856429,1.88298545918,-1.62181582398,-7.3343965633,0.0
3869,73,2017-10-15 13:49:57.803,36.78302682,-1.29240528,0.012,-0.008,-0.077,4.00089856429,3.11898545918,-2.44581582398,-15.2653965633,0.0
3870,73,2017-10-15 13:49:57.907,36.78302682,-1.29240528,-0.013,0.026,0.073,4.00089856429,1.76698545918,0.258184176023,-7.6733965633,0.0
3872,73,2017-10-15 13:49:58.022,36.78309579,-1.29240296,-0.003,0.007,0.051,4.00089856429,1.42198545918,1.06318417602,-1.8083965633,0.0
3873,73,2017-10-15 13:49:58.126,36.78309579,-1.29240296,-0.001,-0.021,-0.039,4.00089856429,1.31798545918,-1.12081582398,-5.8643965633,0.0
3874,73,2017-10-15 13:49:58.229,36.78309579,-1.29240296,-0.025,0.01,-0.02,4.00089856429,-1.25701454082,-0.0908158239765,-7.9243965633,0.0
3875,73,2017-10-15 13:49:58.333,36.78309579,-1.29240296,0.041,0.002,0.116,4.00089856429,3.00698545918,0.117184176023,4.1396034367,0.0
3876,73,2017-10-15 13:49:58.436,36.78309579,-1.29240296,0.013,-0.013,-0.059,4.00089856429,4.34598545918,-1.22181582398,-1.9373965633,0.0
3877,73,2017-10-15 13:49:58.540,36.78309579,-1.29240296,-0.021,-0.01,-0.103,4.00089856429,2.16198545918,-2.26181582398,-12.6493965633,0.0
3878,73,2017-10-15 13:49:58.644,36.78309579,-1.29240296,0.0,0.014,0.076,4.00089856429,2.16198545918,-0.805815823977,-4.7453965633,0.0
3879,73,2017-10-15 13:49:58.748,36.78309579,-1.29240296,-0.02,0.015,0.007,4.00089856429,0.0819854591787,0.754184176023,-4.0173965633,0.0
3880,73,2017-10-15 13:49:58.851,36.78309579,-1.29240296,-0.008,-0.031,-0.027,4.00089856429,-0.742014540821,-2.43881582398,-6.7983965633,0.0
3881,73,2017-10-15 13:49:58.956,36.78309579,-1.29240296,0.013,-0.002,-0.02,4.00089856429,0.622985459179,-2.64881582398,-8.8983965633,0.0
3883,73,2017-10-15 13:49:59.059,36.78316222,-1.29240136,0.004,0.083,-0.038,4.00089856429,1.03498545918,5.90018417602,-12.8123965633,0.0
3884,73,2017-10-15 13:49:59.163,36.78316222,-1.29240136,0.017,-0.033,0.11,4.00089856429,2.80298545918,2.46818417602,-1.3723965633,0.0
3885,73,2017-10-15 13:49:59.267,36.78316222,-1.29240136,0.018,-0.078,0.03,4.00089856429,4.67498545918,-5.64381582398,1.7476034367,0.0
3886,73,2017-10-15 13:49:59.371,36.78316222,-1.29240136,-0.001,0.027,-0.093,4.00089856429,4.57098545918,-2.83581582398,-7.9243965633,0.0
3887,73,2017-10-15 13:49:59.474,36.78316222,-1.29240136,-0.009,0.072,0.117,4.00089856429,3.64398545918,4.58018417602,4.1266034367,0.0
3888,73,2017-10-15 13:49:59.578,36.78316222,-1.29240136,-0.045,-0.045,-0.084,4.00089856429,-1.03601454082,-0.0998158239765,-4.6093965633,0.0
3889,73,2017-10-15 13:49:59.682,36.78316222,-1.29240136,0.022,-0.048,0.013,4.00089856429,1.25198545918,-5.09181582398,-3.2573965633,0.0
3890,73,2017-10-15 13:49:59.786,36.78316222,-1.29240136,-0.013,0.051,0.003,4.00089856429,-0.100014540821,0.212184176023,-2.9453965633,0.0
3891,73,2017-10-15 13:49:59.890,36.78316222,-1.29240136,0.047,-0.018,0.031,4.00089856429,4.78798545918,-1.65981582398,0.278603436701,0.0
3893,73,2017-10-15 13:49:59.997,36.78323139,-1.2923982,-0.005,-0.012,-0.078,4.00089856429,4.25298545918,-2.94381582398,-8.0673965633,0.0
3894,73,2017-10-15 13:50:00.097,36.78323139,-1.2923982,-0.016,0.014,0.029,4.00089856429,2.65298545918,-1.54381582398,-5.1673965633,0.0
3895,73,2017-10-15 13:50:00.200,36.78323139,-1.2923982,-0.016,0.013,-0.022,4.00089856429,1.00498545918,-0.204815823977,-7.4333965633,0.0
3896,73,2017-10-15 13:50:00.304,36.78323139,-1.2923982,-0.025,0.006,0.033,4.00089856429,-1.59501454082,0.419184176023,-4.0013965633,0.0
3897,73,2017-10-15 13:50:00.409,36.78323139,-1.2923982,0.018,-0.021,0.034,4.00089856429,0.294985459179,-1.78581582398,-0.431396563299,0.0
3898,73,2017-10-15 13:50:00.512,36.78323139,-1.2923982,0.015,0.004,-0.032,4.00089856429,1.83998545918,-1.37381582398,-3.7273965633,0.0
3899,73,2017-10-15 13:50:00.618,36.78323139,-1.2923982,0.011,0.003,0.01,4.00089856429,3.00598545918,-1.05581582398,-2.6673965633,0.0
3900,73,2017-10-15 13:50:00.720,36.78323139,-1.2923982,0.01,0.001,0.009,4.00089856429,4.02598545918,-0.953815823977,-1.7493965633,0.0
3901,73,2017-10-15 13:50:00.825,36.78323139,-1.2923982,-0.022,-0.017,-0.048,4.00089856429,1.71598545918,-2.73881582398,-6.7893965633,0.0
3902,73,2017-10-15 13:50:00.927,36.78323139,-1.2923982,-0.043,0.011,-0.104,4.00089856429,-2.67001454082,-1.61681582398,-17.3973965633,0.0
3904,73,2017-10-15 13:50:01.031,36.78329755,-1.29239389,0.027,0.023,0.152,4.00089856429,0.137985459179,0.775184176023,-1.5893965633,0.0
3905,73,2017-10-15 13:50:01.135,36.78329755,-1.29239389,0.027,-0.036,0.015,4.00089856429,2.94598545918,-2.96881582398,-0.0293965632989,0.0
3906,73,2017-10-15 13:50:01.239,36.78329755,-1.29239389,0.03,0.018,-0.018,4.00089856429,6.06598545918,-1.09681582398,-1.9013965633,0.0
3907,73,2017-10-15 13:50:01.343,36.78329755,-1.29239389,-0.017,0.016,-0.031,4.00089856429,4.29798545918,0.567184176023,-5.1253965633,0.0
3908,73,2017-10-15 13:50:01.446,36.78329755,-1.29239389,-0.056,0.027,0.002,4.00089856429,-1.47001454082,3.34818417602,-4.9193965633,0.0
3909,73,2017-10-15 13:50:01.550,36.78329755,-1.29239389,0.011,-0.054,0.055,4.00089856429,-0.326014540821,-2.26781582398,0.800603436701,0.0
3910,73,2017-10-15 13:50:01.654,36.78329755,-1.29239389,0.03,0.0,-0.042,4.00089856429,2.79398545918,-2.26781582398,-3.5673965633,0.0
3911,73,2017-10-15 13:50:01.758,36.78329755,-1.29239389,0.038,0.042,-0.003,4.00089856429,6.74598545918,2.10018417602,-3.8793965633,0.0
3912,73,2017-10-15 13:50:01.862,36.78329755,-1.29239389,-0.032,-0.009,0.025,4.00089856429,3.41798545918,1.16418417602,-1.2793965633,0.0
3913,73,2017-10-15 13:50:01.966,36.78329755,-1.29239389,-0.034,-0.033,-0.011,4.00089856429,-0.118014540821,-2.26781582398,-2.4233965633,0.0
3915,73,2017-10-15 13:50:02.069,36.7833495,-1.29238386,-0.024,0.033,-0.042,4.00089856429,-2.59001454082,1.13118417602,-6.7493965633,0.0
3916,73,2017-10-15 13:50:02.173,36.7833495,-1.29238386,0.041,0.008,0.026,4.00089856429,1.67398545918,1.96318417602,-4.0453965633,0.0
3917,73,2017-10-15 13:50:02.277,36.7833495,-1.29238386,0.025,-0.016,0.002,4.00089856429,4.27398545918,0.299184176023,-3.8373965633,0.0
3918,73,2017-10-15 13:50:02.381,36.7833495,-1.29238386,-0.006,0.006,0.0,4.00089856429,3.64998545918,0.923184176023,-3.8373965633,0.0
3919,73,2017-10-15 13:50:02.484,36.7833495,-1.29238386,-0.01,0.001,-0.008,4.00089856429,2.61998545918,1.02618417602,-4.6613965633,0.0
3920,73,2017-10-15 13:50:02.588,36.7833495,-1.29238386,-0.003,-0.011,0.003,4.00089856429,2.30798545918,-0.117815823977,-4.3493965633,0.0
3921,73,2017-10-15 13:50:02.692,36.7833495,-1.29238386,-0.012,0.011,0.011,4.00089856429,1.05998545918,1.02618417602,-3.2053965633,0.0
3922,73,2017-10-15 13:50:02.796,36.7833495,-1.29238386,0.01,-0.01,-0.001,4.00089856429,2.09998545918,-0.0138158239765,-3.3093965633,0.0
3923,73,2017-10-15 13:50:02.900,36.7833495,-1.29238386,-0.001,0.006,0.002,4.00089856429,1.99598545918,0.610184176023,-3.1013965633,0.0
3925,73,2017-10-15 13:50:03.001,36.78339579,-1.29236491,0.012,0.002,0.007,4.00089856429,3.20798545918,0.812184176023,-2.3943965633,0.0
3926,73,2017-10-15 13:50:03.102,36.78339579,-1.29236491,0.004,-0.012,0.016,4.00089856429,3.61198545918,-0.399815823977,-0.778396563299,0.0
3927,73,2017-10-15 13:50:03.207,36.78339579,-1.29236491,-0.005,0.013,-0.036,4.00089856429,3.08698545918,0.965184176023,-4.5583965633,0.0
3928,73,2017-10-15 13:50:03.310,36.78339579,-1.29236491,-0.005,0.011,-0.001,4.00089856429,2.57198545918,2.09818417602,-4.6613965633,0.0
3929,73,2017-10-15 13:50:03.414,36.78339579,-1.29236491,-0.017,-0.003,-0.001,4.00089856429,0.803985459179,1.78618417602,-4.7653965633,0.0
3930,73,2017-10-15 13:50:03.517,36.78339579,-1.29236491,0.011,-0.017,0.023,4.00089856429,1.93698545918,0.0351841760235,-2.3963965633,0.0
3931,73,2017-10-15 13:50:03.621,36.78339579,-1.29236491,0.015,-0.009,-0.008,4.00089856429,3.49698545918,-0.900815823977,-3.2283965633,0.0
3932,73,2017-10-15 13:50:03.725,36.78339579,-1.29236491,-0.005,0.021,-0.008,4.00089856429,2.97698545918,1.28318417602,-4.0603965633,0.0
3933,73,2017-10-15 13:50:03.828,36.78339579,-1.29236491,-0.005,-0.001,0.011,4.00089856429,2.46198545918,1.18018417602,-2.9273965633,0.0
3934,73,2017-10-15 13:50:03.933,36.78339579,-1.29236491,-0.006,0.0,0.013,4.00089856429,1.83198545918,1.18018417602,-1.5623965633,0.0
3936,73,2017-10-15 13:50:04.034,36.78343167,-1.29233563,-0.002,0.003,-0.029,4.00089856429,1.62998545918,1.48318417602,-4.4913965633,0.0
3937,73,2017-10-15 13:50:04.135,36.78343167,-1.29233563,0.006,0.002,0.002,4.00089856429,2.23598545918,1.68518417602,-4.2893965633,0.0
3938,73,2017-10-15 13:50:04.239,36.78343167,-1.29233563,0.018,-0.022,0.006,4.00089856429,4.10798545918,-0.602815823977,-3.6653965633,0.0
3939,73,2017-10-15 13:50:04.343,36.78343167,-1.29233563,-0.012,0.012,0.014,4.00089856429,2.85998545918,0.645184176023,-2.2093965633,0.0
3940,73,2017-10-15 13:50:04.446,36.78343167,-1.29233563,-0.012,0.012,-0.025,4.00089856429,1.62398545918,1.88118417602,-4.7843965633,0.0
3941,73,2017-10-15 13:50:04.550,36.78343167,-1.29233563,-0.015,0.006,-0.014,4.00089856429,0.0639854591787,2.50518417602,-6.2403965633,0.0
3942,73,2017-10-15 13:50:04.654,36.78343167,-1.29233563,0.011,-0.019,0.024,4.00089856429,1.20798545918,0.529184176023,-3.7443965633,0.0
3943,73,2017-10-15 13:50:04.759,36.78343167,-1.29233563,0.015,-0.008,0.005,4.00089856429,2.78298545918,-0.310815823977,-3.2193965633,0.0
3944,73,2017-10-15 13:50:04.862,36.78343167,-1.29233563,0.007,0.003,-0.017,4.00089856429,3.50398545918,-0.00181582397655,-4.9703965633,0.0
3945,73,2017-10-15 13:50:04.965,36.78343167,-1.29233563,-0.001,0.01,0.004,4.00089856429,3.40098545918,1.02818417602,-4.5583965633,0.0
3947,73,2017-10-15 13:50:05.069,36.78345284,-1.29229127,-0.019,0.021,-0.02,4.00089856429,1.42498545918,3.21218417602,-6.6383965633,0.0
3948,73,2017-10-15 13:50:05.173,36.78345284,-1.29229127,-0.01,-0.009,0.026,4.00089856429,0.384985459179,2.27618417602,-3.9343965633,0.0
3949,73,2017-10-15 13:50:05.277,36.78345284,-1.29229127,-0.006,-0.034,0.0,4.00089856429,-0.239014540821,-1.25981582398,-3.9343965633,0.0
3950,73,2017-10-15 13:50:05.381,36.78345284,-1.29229127,0.024,-0.001,-0.002,4.00089856429,2.25698545918,-1.36381582398,-4.1423965633,0.0
3951,73,2017-10-15 13:50:05.485,36.78345284,-1.29229127,0.016,0.03,-0.015,4.00089856429,3.92098545918,1.75618417602,-5.7023965633,0.0
3952,73,2017-10-15 13:50:05.589,36.78345284,-1.29229127,-0.008,-0.016,0.001,4.00089856429,3.08898545918,0.0921841760235,-5.5983965633,0.0
3953,73,2017-10-15 13:50:05.692,36.78345284,-1.29229127,0.002,-0.011,0.011,4.00089856429,3.29498545918,-1.04081582398,-4.4653965633,0.0
3954,73,2017-10-15 13:50:05.796,36.78345284,-1.29229127,-0.015,0.017,0.016,4.00089856429,1.73498545918,0.727184176023,-2.8013965633,0.0
3955,73,2017-10-15 13:50:05.900,36.78345284,-1.29229127,-0.011,-0.007,-0.024,4.00089856429,0.590985459179,-0.000815823976546,-5.2973965633,0.0
3957,73,2017-10-15 13:50:06.003,36.78345501,-1.29224262,-0.007,-0.005,-0.011,4.00089856429,-0.130014540821,-0.515815823977,-6.4303965633,0.0
3958,73,2017-10-15 13:50:06.107,36.78345501,-1.29224262,0.018,0.012,0.013,4.00089856429,1.74198545918,0.732184176023,-5.0783965633,0.0
3959,73,2017-10-15 13:50:06.211,36.78345501,-1.29224262,0.008,-0.005,-0.007,4.00089856429,2.57398545918,0.212184176023,-5.8063965633,0.0
3960,73,2017-10-15 13:50:06.314,36.78345501,-1.29224262,0.004,-0.028,0.008,4.00089856429,2.98598545918,-2.67181582398,-4.9823965633,0.0
3961,73,2017-10-15 13:50:06.418,36.78345501,-1.29224262,-0.005,0.006,0.019,4.00089856429,2.46598545918,-2.04781582398,-3.0063965633,0.0
3962,73,2017-10-15 13:50:14.148,36.78336623,-1.29168397,0.0,0.0,0.0,4.00089856429,1.45875184807,0.994597787135,-0.04214767441,0.0
3963,73,2017-10-15 13:50:14.233,36.78336623,-1.29168397,-0.006,0.001,0.011,4.00089856429,0.948751848068,1.07959778713,0.89285232559,0.0
3964,73,2017-10-15 13:50:14.337,36.78336623,-1.29168397,0.008,-0.002,-0.044,4.00089856429,1.78075184807,0.871597787135,-3.68314767441,0.0
3965,73,2017-10-15 13:50:14.441,36.78336623,-1.29168397,-0.007,0.012,0.035,4.00089856429,1.05275184807,2.11959778713,-0.04314767441,0.0
3966,73,2017-10-15 13:50:14.544,36.78336623,-1.29168397,0.004,0.004,0.022,4.00089856429,1.46475184807,2.53159778713,2.22285232559,0.0
3967,73,2017-10-15 13:50:14.648,36.78336623,-1.29168397,0.004,-0.013,-0.031,4.00089856429,1.88075184807,1.17959778713,-1.00114767441,0.0
3968,73,2017-10-15 13:50:14.752,36.78336623,-1.29168397,0.001,-0.009,-0.033,4.00089856429,1.98475184807,0.243597787135,-4.43314767441,0.0
3969,73,2017-10-15 13:50:14.856,36.78336623,-1.29168397,-0.009,0.032,0.024,4.00089856429,1.04875184807,3.57159778713,-1.93714767441,0.0
3970,73,2017-10-15 13:50:14.959,36.78336623,-1.29168397,-0.013,0.005,0.014,4.00089856429,-0.290248151932,4.08659778713,-0.49514767441,0.0
3972,73,2017-10-15 13:50:15.063,36.78334911,-1.2915992,0.004,-0.047,0.014,4.00089856429,0.125751848068,-0.801402212865,0.96085232559,0.0
3973,73,2017-10-15 13:50:15.168,36.78334911,-1.2915992,0.02,0.005,-0.012,4.00089856429,2.22575184807,-0.276402212865,-0.29914767441,0.0
3974,73,2017-10-15 13:50:15.271,36.78334911,-1.2915992,0.012,0.037,-0.019,4.00089856429,3.46175184807,3.53459778713,-2.25614767441,0.0
3975,73,2017-10-15 13:50:15.375,36.78334911,-1.2915992,-0.022,0.005,-0.004,4.00089856429,1.17375184807,4.05459778713,-2.67214767441,0.0
3976,73,2017-10-15 13:50:15.478,36.78334911,-1.2915992,-0.016,-0.034,0.02,4.00089856429,-0.474248151932,0.552597787135,-0.61214767441,0.0
3977,73,2017-10-15 13:50:15.583,36.78334911,-1.2915992,0.008,0.002,0.027,4.00089856429,0.365751848068,0.762597787135,2.22285232559,0.0
3978,73,2017-10-15 13:50:15.686,36.78334911,-1.2915992,0.012,0.03,0.004,4.00089856429,1.60175184807,3.85259778713,2.63485232559,0.0
3979,73,2017-10-15 13:50:15.790,36.78334911,-1.2915992,0.009,-0.006,-0.026,4.00089856429,2.53775184807,3.22859778713,-0.06914767441,0.0
3980,73,2017-10-15 13:50:15.895,36.78334911,-1.2915992,-0.002,-0.022,-0.004,4.00089856429,2.32775184807,0.918597787135,-0.48914767441,0.0
3982,73,2017-10-15 13:50:15.997,36.78333467,-1.29150634,-0.015,0.012,0.0,4.00089856429,0.797751848068,2.14259778713,-0.48914767441,0.0
3983,73,2017-10-15 13:50:16.101,36.78333467,-1.29150634,-0.002,0.012,-0.011,4.00089856429,0.589751848068,3.39059778713,-1.63314767441,0.0
3984,73,2017-10-15 13:50:16.205,36.78333467,-1.29150634,0.0,-0.008,0.0,4.00089856429,0.589751848068,2.55859778713,-1.63314767441,0.0
3985,73,2017-10-15 13:50:16.309,36.78333467,-1.29150634,0.016,-0.023,0.011,4.00089856429,2.25375184807,0.166597787135,-0.48914767441,0.0
3986,73,2017-10-15 13:50:16.412,36.78333467,-1.29150634,-0.006,0.005,-0.015,4.00089856429,1.63575184807,0.681597787135,-2.03414767441,0.0
3987,73,2017-10-15 13:50:16.516,36.78333467,-1.29150634,-0.01,0.033,0.021,4.00089856429,0.595751848068,4.11359778713,0.14985232559,0.0
3988,73,2017-10-15 13:50:16.621,36.78333467,-1.29150634,-0.012,-0.002,-0.006,4.00089856429,-0.664248151932,3.90359778713,-0.48014767441,0.0
3989,73,2017-10-15 13:50:16.725,36.78333467,-1.29150634,0.01,-0.031,0.057,4.00089856429,0.375751848068,0.679597787135,5.44785232559,0.0
3990,73,2017-10-15 13:50:16.829,36.78333467,-1.29150634,0.026,-0.001,-0.036,4.00089856429,3.07975184807,0.575597787135,1.70385232559,0.0
3991,73,2017-10-15 13:50:16.932,36.78333467,-1.29150634,-0.001,0.034,-0.027,4.00089856429,2.97675184807,4.07759778713,-1.07714767441,0.0
3993,73,2017-10-15 13:50:17.035,36.78331748,-1.29141459,-0.005,-0.011,0.04,4.00089856429,2.46175184807,2.94459778713,3.04285232559,0.0
3994,73,2017-10-15 13:50:17.139,36.78331748,-1.29141459,-0.026,-0.029,-0.004,4.00089856429,-0.242248151932,-0.0714022128654,2.62685232559,0.0
3995,73,2017-10-15 13:50:17.243,36.78331748,-1.29141459,-0.004,0.019,-0.049,4.00089856429,-0.658248151932,1.90459778713,-2.46914767441,0.0
3996,73,2017-10-15 13:50:17.347,36.78331748,-1.29141459,0.027,0.021,0.036,4.00089856429,2.14975184807,4.08859778713,1.27485232559,0.0
