"","X","Batch_id","time","Longitude","Latitude","x","y","z","velocity","x_raw","y_raw","z_raw","label","x_ratio_speed","x_ratio_z"
"1820",2004,73,"2017-10-15 13:46:39.996",36.77436074,-1.29834941,0.005,-0.01,0.013,4.00089856429,1.00353303179,2.56658472655,3.20430523054,0,0.250826911920994,0.313182721241847
"1821",2005,73,"2017-10-15 13:46:40.099",36.77436074,-1.29834941,-0.006,-0.012,-0.016,4.00089856429,0.385533031795,1.33058472655,1.55630523054,0,0.0963616111730683,0.247723277047157
"1822",2006,73,"2017-10-15 13:46:40.202",36.77436074,-1.29834941,-0.003,0.008,0.014,4.00089856429,0.0765330317946,2.15458472655,2.99830523054,0,0.0191289607983804,0.025525430504891
"1823",2007,73,"2017-10-15 13:46:40.306",36.77436074,-1.29834941,0.015,0.012,0.01,4.00089856429,1.63653303179,3.40258472655,4.03830523054,0,0.409041370455344,0.405252435951
"1824",2008,73,"2017-10-15 13:46:40.410",36.77436074,-1.29834941,0.009,-0.013,0.007,4.00089856429,2.57253303179,2.05058472655,4.76630523054,0,0.642988816250212,0.539733170109742
"1825",2009,73,"2017-10-15 13:46:40.513",36.77436074,-1.29834941,-0.012,-0.013,-0.023,4.00089856429,1.33653303179,0.711584726547,2.39730523054,0,0.334058214751861,0.557514752299165
"1826",2010,73,"2017-10-15 13:46:40.617",36.77436074,-1.29834941,-0.006,0.016,-0.003,4.00089856429,0.712533031795,2.37558472655,2.08530523054,0,0.178093250889865,0.341692439725232
"1827",2011,73,"2017-10-15 13:46:40.721",36.77436074,-1.29834941,0.001,0.014,0.036,4.00089856429,0.816533031795,3.83158472655,5.82930523054,0,0.204087411533739,0.140073816604618
"1828",2012,73,"2017-10-15 13:46:40.825",36.77436074,-1.29834941,0.007,-0.014,-0.008,4.00089856429,1.54453303179,2.37558472655,4.99730523054,0,0.386046536039609,0.30907318255265
"1829",2013,73,"2017-10-15 13:46:40.928",36.77436074,-1.29834941,-0.004,-0.01,-0.019,4.00089856429,1.13253303179,1.34558472655,3.04030523054,0,0.283069668873492,0.372506359037131
"1830",2015,73,"2017-10-15 13:46:41.032",36.77437505,-1.29827203,0,0.01,0.005,4.00089856429,1.13253303179,2.38558472655,3.56030523054,0,0.283069668873492,0.318099982573187
"1831",2016,73,"2017-10-15 13:46:41.136",36.77437505,-1.29827203,0.007,0.004,-0.009,4.00089856429,1.86053303179,2.80158472655,2.62430523054,0,0.465028793380612,0.708962132201048
"1832",2017,73,"2017-10-15 13:46:41.241",36.77437505,-1.29827203,0.008,0.004,0.019,4.00089856429,2.70053303179,3.22158472655,4.61930523054,0,0.674981629350365,0.584618876002335
"1833",2018,73,"2017-10-15 13:46:41.344",36.77437505,-1.29827203,-0.006,-0.015,-0.024,4.00089856429,2.08253303179,1.67658472655,2.14730523054,0,0.520516328601189,0.96983558842554
"1834",2019,73,"2017-10-15 13:46:41.447",36.77437505,-1.29827203,-0.004,-0.004,0.055,4.00089856429,1.67053303179,1.26458472655,7.81230523054,0,0.417539461435072,0.213833559044714
"1835",2020,73,"2017-10-15 13:46:41.552",36.77437505,-1.29827203,-0.03,0.03,-0.091,4.00089856429,-1.47946696821,4.41458472655,-1.74269476946,0,-0.369783673451503,0.848953582771374
"1836",2021,73,"2017-10-15 13:46:41.656",36.77437505,-1.29827203,0.019,-0.034,0.021,4.00089856429,0.496533031795,0.878584726547,0.441305230538,0,0.124105378783357,1.12514649144238
"1837",2022,73,"2017-10-15 13:46:41.759",36.77437505,-1.29827203,0.019,-0.017,0.047,4.00089856429,2.45353303179,-0.872415273453,5.28230523054,0,0.613245497821164,0.464481495238998
"1838",2023,73,"2017-10-15 13:46:41.863",36.77437505,-1.29827203,0.007,0.031,0.02,4.00089856429,3.18153303179,2.35158472655,7.36230523054,0,0.795204622328283,0.432138159471099
"1839",2024,73,"2017-10-15 13:46:41.966",36.77437505,-1.29827203,-0.009,0.016,-0.046,4.00089856429,2.25453303179,3.99958472655,2.62430523054,0,0.56350667120452,0.859097107132651
"1840",2026,73,"2017-10-15 13:46:42.070",36.77437801,-1.2981831,-0.023,-0.034,0.023,4.00089856429,-0.137466968205,0.463584726547,5.01630523054,0,-0.0343590236033377,-0.0274040278426602
"1841",2027,73,"2017-10-15 13:46:42.173",36.77437801,-1.2981831,-0.004,0.001,0.022,4.00089856429,-0.549466968205,0.566584726547,7.28230523054,0,-0.137335890769455,-0.0754523397207639
"1842",2028,73,"2017-10-15 13:46:42.278",36.77437801,-1.2981831,0.008,0.022,-0.044,4.00089856429,0.290533031795,2.87658472655,2.66230523054,0,0.0726169452002985,0.109128370579834
"1843",2029,73,"2017-10-15 13:46:42.382",36.77437801,-1.2981831,0.028,-0.01,0.014,4.00089856429,3.20253303179,1.83658472655,4.11830523054,0,0.800453443227527,0.777633723707768
"1844",2030,73,"2017-10-15 13:46:42.486",36.77437801,-1.2981831,-0.007,-0.005,-0.012,4.00089856429,2.47453303179,1.31658472655,2.87030523054,0,0.618494318720407,0.862114943547122
"1845",2031,73,"2017-10-15 13:46:42.590",36.77437801,-1.2981831,-0.021,0,-0.031,4.00089856429,0.290533031795,1.31658472655,-0.353694769462,0,0.0726169452002985,-0.821423037261551
"1846",2032,73,"2017-10-15 13:46:42.693",36.77437801,-1.2981831,-0.008,0.001,0.007,4.00089856429,-0.533466968205,1.41958472655,0.367305230538,0,-0.133336789131936,-1.4523805376352
"1847",2033,73,"2017-10-15 13:46:42.797",36.77437801,-1.2981831,0.011,-0.01,0.048,4.00089856429,0.610533031795,0.379584726547,5.35930523054,0,0.152598977950681,0.113920182846813
"1848",2034,73,"2017-10-15 13:46:42.902",36.77437801,-1.2981831,0.011,0.013,-0.005,4.00089856429,1.76553303179,1.74458472655,4.83430523054,0,0.441284127407842,0.365209259158174
"1849",2036,73,"2017-10-15 13:46:43.005",36.77437982,-1.2980901,0.008,0.005,-0.014,4.00089856429,2.58953303179,2.25958472655,3.39230523054,0,0.647237861740076,0.763354962424118
"1850",2037,73,"2017-10-15 13:46:43.109",36.77437982,-1.2980901,-0.008,0.002,0.001,4.00089856429,1.75753303179,2.46758472655,3.49630523054,0,0.439284576589082,0.502682951258964
"1851",2038,73,"2017-10-15 13:46:43.212",36.77437982,-1.2980901,-0.001,-0.021,0.001,4.00089856429,1.65453303179,0.304584726547,3.59930523054,0,0.413540359797553,0.459681223407044
"1852",2039,73,"2017-10-15 13:46:43.316",36.77437982,-1.2980901,-0.017,0.003,-0.002,4.00089856429,-0.113466968205,0.616584726547,3.39130523054,0,-0.028360371147059,-0.0334581998645202
"1853",2040,73,"2017-10-15 13:46:43.420",36.77437982,-1.2980901,0,0.02,0.032,4.00089856429,-0.113466968205,2.69658472655,6.71930523054,0,-0.028360371147059,-0.0168867113952913
"1854",2041,73,"2017-10-15 13:46:43.524",36.77437982,-1.2980901,0.011,-0.007,-0.048,4.00089856429,1.03053303179,1.96858472655,1.72730523054,0,0.257575395934308,0.596613159949634
"1855",2042,73,"2017-10-15 13:46:43.628",36.77437982,-1.2980901,0.023,-0.005,0.009,4.00089856429,3.42253303179,1.44858472655,2.66330523054,0,0.855441090743415,1.28506976689865
"1856",2043,73,"2017-10-15 13:46:43.731",36.77437982,-1.2980901,-0.011,0.008,0.002,4.00089856429,2.28953303179,2.27258472655,2.86930523054,0,0.572254706036593,0.797939866216015
"1857",2044,73,"2017-10-15 13:46:43.836",36.77437982,-1.2980901,0.012,-0.024,0.016,4.00089856429,3.54953303179,-0.247415273453,4.54930523054,0,0.887183959991223,0.780236289260519
"1858",2045,73,"2017-10-15 13:46:43.938",36.77437982,-1.2980901,-0.017,0.019,-0.001,4.00089856429,1.81553303179,1.69058472655,4.44730523054,0,0.453781320025089,0.408232162551513
"1859",2047,73,"2017-10-15 13:46:44.042",36.77438079,-1.29799539,-0.025,0.036,0.011,4.00089856429,-0.784466968205,5.43458472655,5.59130523054,0,-0.196072696070517,-0.140301224107781
"1860",2048,73,"2017-10-15 13:46:44.146",36.77438079,-1.29799539,-0.019,-0.027,-0.044,4.00089856429,-2.76046696821,2.62658472655,1.01530523054,0,-0.689961748305377,-2.71885427670043
"1861",2049,73,"2017-10-15 13:46:44.250",36.77438079,-1.29799539,0.025,-0.028,0,4.00089856429,-0.160466968205,-0.285415273453,1.01530523054,0,-0.0401077322072714,-0.158048007021154
"1862",2050,73,"2017-10-15 13:46:44.355",36.77438079,-1.29799539,0.044,0.006,0.019,4.00089856429,4.45953303179,0.344584726547,3.01030523054,0,1.11463286562512,1.48142221145795
"1863",2051,73,"2017-10-15 13:46:44.458",36.77438079,-1.29799539,-0.004,0.034,-0.014,4.00089856429,4.04753303179,3.84658472655,1.56830523054,0,1.01165599845901,2.58083245083379
"1864",2052,73,"2017-10-15 13:46:44.562",36.77438079,-1.29799539,-0.022,-0.015,0.04,4.00089856429,1.75953303179,2.28658472655,5.72830523054,0,0.439784464293772,0.307164678028886
"1865",2053,73,"2017-10-15 13:46:44.665",36.77438079,-1.29799539,-0.029,0.005,0.006,4.00089856429,-1.22746696821,2.80158472655,6.34630523054,0,-0.306797822660577,-0.193414423608736
"1866",2054,73,"2017-10-15 13:46:44.770",36.77438079,-1.29799539,0.003,-0.005,-0.012,4.00089856429,-0.912466968205,2.27658472655,5.08630523054,0,-0.22806550917067,-0.179396816912642
"1867",2055,73,"2017-10-15 13:46:44.873",36.77438079,-1.29799539,0.023,0.003,-0.003,4.00089856429,1.45653303179,2.58558472655,4.77730523054,0,0.364051477033254,0.304885905652162
"1868",2056,73,"2017-10-15 13:46:44.978",36.77438079,-1.29799539,0.012,-0.015,-0.024,4.00089856429,2.71653303179,1.01058472655,2.25730523054,0,0.678980730987884,1.2034407199509
"1869",2058,73,"2017-10-15 13:46:45.081",36.7743826,-1.29790302,-0.001,0.014,-0.002,4.00089856429,2.61353303179,2.45258472655,2.05130523054,0,0.653236514196355,1.2740829560026
"1870",2059,73,"2017-10-15 13:46:45.185",36.7743826,-1.29790302,-0.015,-0.001,0.005,4.00089856429,1.05353303179,2.34858472655,2.57130523054,0,0.263324104538241,0.409726943062589
"1871",2060,73,"2017-10-15 13:46:45.289",36.7743826,-1.29790302,-0.001,-0.002,0.019,4.00089856429,0.949533031795,2.14058472655,4.54730523054,0,0.237329943895617,0.208812248937651
"1872",2061,73,"2017-10-15 13:46:45.393",36.7743826,-1.29790302,0.004,-0.007,-0.003,4.00089856429,1.36553303179,1.41258472655,4.23530523054,0,0.341306586469864,0.322416675413001
"1873",2062,73,"2017-10-15 13:46:45.496",36.7743826,-1.29790302,0.003,0.004,-0.018,4.00089856429,1.67453303179,1.82458472655,2.38130523054,0,0.418539236844452,0.703199661393375
"1874",2063,73,"2017-10-15 13:46:45.601",36.7743826,-1.29790302,0.003,0.001,0,4.00089856429,1.98953303179,1.92958472655,2.38130523054,0,0.497271550333109,0.835480057858371
"1875",2064,73,"2017-10-15 13:46:45.703",36.7743826,-1.29790302,-0.005,0.016,0.034,4.00089856429,1.47953303179,3.56158472655,5.84930523054,0,0.369800185637188,0.25294166973287
"1876",2065,73,"2017-10-15 13:46:45.807",36.7743826,-1.29790302,-0.007,-0.018,-0.018,4.00089856429,0.751533031795,1.68958472655,3.97730523054,0,0.187841061131318,0.188955332375374
"1877",2066,73,"2017-10-15 13:46:45.912",36.7743826,-1.29790302,0.001,-0.013,0.003,4.00089856429,0.856533031795,0.324584726547,4.29230523054,0,0.214085165627537,0.199550820780572
"1878",2068,73,"2017-10-15 13:46:46.017",36.77437888,-1.29780513,-0.001,0.009,-0.009,4.00089856429,0.751533031795,1.26958472655,3.34730523054,0,0.187841061131318,0.224518823362206
"1879",2069,73,"2017-10-15 13:46:46.118",36.77437888,-1.29780513,0.014,-0.004,0.051,4.00089856429,2.16553303179,0.865584726547,8.49830523054,0,0.54126166834582,0.254819399050038
"1880",2070,73,"2017-10-15 13:46:46.222",36.77437888,-1.29780513,-0.012,0.009,-0.078,4.00089856429,0.917533031795,1.80158472655,0.386305230538,0,0.229331740620579,2.37515042319559
"1881",2071,73,"2017-10-15 13:46:46.327",36.77437888,-1.29780513,0.002,0.023,-0.04,4.00089856429,1.12753303179,4.21658472655,-3.81369476946,0,0.281819949611767,-0.295653716395781
"1882",2072,73,"2017-10-15 13:46:46.429",36.77437888,-1.29780513,0.004,-0.007,0.02,4.00089856429,1.53553303179,3.50258472655,-1.77369476946,0,0.383797041368505,-0.865725635678281
"1883",2073,73,"2017-10-15 13:46:46.533",36.77437888,-1.29780513,0.041,-0.038,0.163,4.00089856429,5.79953303179,-0.449415273453,15.1783052305,0,1.44955762776735,0.382093583158161
"1884",2074,73,"2017-10-15 13:46:46.637",36.77437888,-1.29780513,-0.04,0.005,-0.151,4.00089856429,1.63953303179,0.0705847265469,-0.525694769462,0,0.409791202012379,-3.11879274254129
"1885",2075,73,"2017-10-15 13:46:46.744",36.77437888,-1.29780513,-0.028,0.023,-0.007,4.00089856429,-1.35646696821,2.53158472655,-1.27469476946,0,-0.339040579613075,1.06415041522814
"1886",2076,73,"2017-10-15 13:46:46.845",36.77437888,-1.29780513,0.01,0.003,0.053,4.00089856429,-0.346466968205,2.83458472655,4.07830523054,0,-0.0865972887434311,-0.0849536630094568
"1887",2077,73,"2017-10-15 13:46:46.950",36.77437888,-1.29780513,0.021,-0.027,0.011,4.00089856429,1.85853303179,-0.000415273453089,5.23330523054,0,0.464528905675922,0.355135607406226
"1888",2079,73,"2017-10-15 13:46:47.052",36.77438518,-1.2977146,0.011,0.008,-0.017,4.00089856429,2.98053303179,0.815584726547,3.49930523054,0,0.744965908006949,0.851749943325194
"1889",2080,73,"2017-10-15 13:46:47.157",36.77438518,-1.2977146,-0.009,0.016,-0.026,4.00089856429,2.03553303179,2.49558472655,0.769305230538,0,0.508768967540977,2.64593681543863
"1890",2081,73,"2017-10-15 13:46:47.261",36.77438518,-1.2977146,-0.011,0.008,0.005,4.00089856429,0.891533031795,3.32758472655,1.28930523054,0,0.22283320045961,0.691483297110025
"1891",2082,73,"2017-10-15 13:46:47.364",36.77438518,-1.2977146,-0.004,-0.013,0.027,4.00089856429,0.479533031795,1.98858472655,4.07030523054,0,0.119856333293493,0.117812548355589
"1892",2083,73,"2017-10-15 13:46:47.468",36.77438518,-1.2977146,-0.015,-0.016,-0.017,4.00089856429,-1.08046696821,0.324584726547,2.30230523054,0,-0.27005607636587,-0.469297881913155
"1893",2084,73,"2017-10-15 13:46:47.572",36.77438518,-1.2977146,0.02,0.052,-0.018,4.00089856429,0.999533031795,5.73258472655,0.430305230538,0,0.249827136512864,2.322846576941
"1894",2085,73,"2017-10-15 13:46:47.675",36.77438518,-1.2977146,0.031,-0.019,0.059,4.00089856429,4.19253303179,3.77558472655,6.50730523054,0,1.04789785704902,0.644280986254288
"1895",2086,73,"2017-10-15 13:46:47.779",36.77438518,-1.2977146,-0.008,-0.04,0.002,4.00089856429,3.36053303179,-0.384415273453,6.71530523054,0,0.839944571898028,0.500428933074687
"1896",2087,73,"2017-10-15 13:46:47.883",36.77438518,-1.2977146,-0.03,-0.01,-0.036,4.00089856429,0.240533031795,-1.42441527345,2.97130523054,0,0.0601197525830513,0.080951976701258
"1897",2088,73,"2017-10-15 13:46:47.986",36.77438518,-1.2977146,-0.009,0.039,-0.001,4.00089856429,-0.686466968205,2.59258472655,2.86830523054,0,-0.171578198540712,-0.239328423243074
"1898",2090,73,"2017-10-15 13:46:48.090",36.7743842,-1.29763049,0.013,-0.008,-0.023,4.00089856429,0.665533031795,1.76058472655,0.476305230538,0,0.166345889829653,1.39728264382749
"1899",2091,73,"2017-10-15 13:46:48.194",36.7743842,-1.29763049,0.02,0.005,0.039,4.00089856429,2.74553303179,2.28058472655,4.53230523054,0,0.686229102705887,0.605769667340539
"1900",2092,73,"2017-10-15 13:46:48.298",36.7743842,-1.29763049,-0.008,0.006,0.003,4.00089856429,1.91353303179,2.90458472655,4.84430523054,0,0.478275817554894,0.395006701833422
"1901",2093,73,"2017-10-15 13:46:48.402",36.7743842,-1.29763049,-0.016,-0.024,-0.013,4.00089856429,0.249533031795,0.408584726547,3.49230523054,0,0.0623692472541558,0.0714522400885377
"1902",2094,73,"2017-10-15 13:46:48.505",36.7743842,-1.29763049,0.005,0.002,-0.005,4.00089856429,0.764533031795,0.614584726547,2.97730523054,0,0.191090331211802,0.256786917227272
"1903",2095,73,"2017-10-15 13:46:48.606",36.7743842,-1.29763049,0.014,0.021,0.012,4.00089856429,2.17853303179,2.73558472655,4.18930523054,0,0.544510938426304,0.52002251254182
"1904",2096,73,"2017-10-15 13:46:48.710",36.7743842,-1.29763049,-0.007,0.002,-0.015,4.00089856429,1.45053303179,2.94358472655,2.62930523054,0,0.362551813919184,0.551679209755382
"1905",2097,73,"2017-10-15 13:46:48.812",36.7743842,-1.29763049,-0.002,-0.015,0.007,4.00089856429,1.24653303179,1.41358472655,3.34330523054,0,0.311563268040816,0.37284451937063
"1906",2098,73,"2017-10-15 13:46:48.916",36.7743842,-1.29763049,-0.005,-0.01,0.011,4.00089856429,0.726533031795,0.373584726547,4.48730523054,0,0.181592464822694,0.161908538525597
"1907",2100,73,"2017-10-15 13:46:49.030",36.77438711,-1.29754639,0.001,0.01,-0.02,4.00089856429,0.840533031795,1.51358472655,2.20730523054,0,0.210086063990018,0.380796013240711
"1908",2101,73,"2017-10-15 13:46:49.133",36.77438711,-1.29754639,0.01,0.01,0.013,4.00089856429,1.87053303179,2.54358472655,3.54630523054,0,0.467528231904061,0.527459682737228
"1909",2102,73,"2017-10-15 13:46:49.237",36.77438711,-1.29754639,-0.012,-0.003,-0.011,4.00089856429,0.622533031795,2.23158472655,2.40230523054,0,0.15559830417882,0.25913985611856
"1910",2103,73,"2017-10-15 13:46:49.341",36.77438711,-1.29754639,0.003,-0.014,0.005,4.00089856429,0.934533031795,0.775584726547,2.92230523054,0,0.233580786110443,0.319793094173914
"1911",2104,73,"2017-10-15 13:46:49.445",36.77438711,-1.29754639,0.007,0.007,0.009,4.00089856429,1.66253303179,1.50358472655,3.85830523054,0,0.415539910616313,0.43089722882223
"1912",2105,73,"2017-10-15 13:46:49.549",36.77438711,-1.29754639,-0.004,0.011,-0.014,4.00089856429,1.24653303179,2.64758472655,2.40230523054,0,0.311563268040816,0.51889036244982
"1913",2106,73,"2017-10-15 13:46:49.653",36.77438711,-1.29754639,-0.002,-0.013,-0.005,4.00089856429,1.03853303179,1.29558472655,1.88230523054,0,0.259574946753067,0.55173465755714
"1914",2107,73,"2017-10-15 13:46:49.756",36.77438711,-1.29754639,-0.006,-0.003,0.008,4.00089856429,0.420533031795,0.986584726547,2.70630523054,0,0.105109646005141,0.155390096818861
"1915",2108,73,"2017-10-15 13:46:49.860",36.77438711,-1.29754639,-0.001,0.008,0.004,4.00089856429,0.316533031795,1.81858472655,3.12230523054,0,0.0791154853612671,0.101377991074965
"1916",2109,73,"2017-10-15 13:46:49.963",36.77438711,-1.29754639,0.009,0.008,0.003,4.00089856429,1.24353303179,2.64258472655,3.43130523054,0,0.310813436483781,0.362408164893655
"1917",2111,73,"2017-10-15 13:46:50.067",36.77438805,-1.29745852,0.004,-0.013,0.003,4.00089856429,1.65953303179,1.29058472655,3.74330523054,0,0.414790079059278,0.443333612832475
"1918",2112,73,"2017-10-15 13:46:50.172",36.77438805,-1.29745852,0.003,-0.012,-0.01,4.00089856429,1.97453303179,0.0305847265469,2.69330523054,0,0.493522392547935,0.733126349512978
"1919",2113,73,"2017-10-15 13:46:50.275",36.77438805,-1.29745852,-0.004,0.005,-0.006,4.00089856429,1.56253303179,0.545584726547,2.07530523054,0,0.390545525381818,0.752917213716762
"1920",2114,73,"2017-10-15 13:46:50.376",36.77438805,-1.29745852,0,0.03,0.027,4.00089856429,1.56253303179,3.57558472655,4.80230523054,0,0.390545525381818,0.325371453245653
"1921",2115,73,"2017-10-15 13:46:50.477",36.77438805,-1.29745852,-0.008,-0.016,-0.009,4.00089856429,0.754533031795,1.95958472655,3.89330523054,0,0.188590892688353,0.193802691316434
"1922",2116,73,"2017-10-15 13:46:50.581",36.77438805,-1.29745852,0.003,-0.022,-0.016,4.00089856429,1.06653303179,-0.328415273453,2.22930523054,0,0.266573374618726,0.478414986507548
"1923",2117,73,"2017-10-15 13:46:50.686",36.77438805,-1.29745852,0.002,0.023,0.009,4.00089856429,1.27653303179,2.08658472655,3.17430523054,0,0.319061583611164,0.402145647339919
"1924",2118,73,"2017-10-15 13:46:50.789",36.77438805,-1.29745852,0.002,0.002,-0.021,4.00089856429,1.48253303179,2.29258472655,1.01130523054,0,0.370550017194223,1.46596001584841
"1925",2119,73,"2017-10-15 13:46:50.893",36.77438805,-1.29745852,0.004,-0.019,-0.012,4.00089856429,1.89853303179,0.316584726547,-0.236694769462,0,0.474526659769719,-8.02101810743561
"1926",2121,73,"2017-10-15 13:46:50.994",36.77439149,-1.29737806,-0.004,0.006,0.022,4.00089856429,1.49453303179,0.922584726547,1.98530523054,0,0.373549343422362,0.752797609556234
"1927",2122,73,"2017-10-15 13:46:51.095",36.77439149,-1.29737806,-0.014,0.022,0.025,4.00089856429,0.0805330317946,3.14458472655,4.51030523054,0,0.0201287362077602,0.0178553396451526
"1928",2123,73,"2017-10-15 13:46:51.199",36.77439149,-1.29737806,0.003,-0.014,0.009,4.00089856429,0.392533031795,1.68858472655,5.44630523054,0,0.0981112181394829,0.0720732708100681
"1929",2124,73,"2017-10-15 13:46:51.304",36.77439149,-1.29737806,0.013,-0.026,-0.016,4.00089856429,1.75753303179,-1.04141527345,3.76630523054,0,0.439284576589082,0.466646467614631
"1930",2125,73,"2017-10-15 13:46:51.407",36.77439149,-1.29737806,0.011,0.029,-0.015,4.00089856429,2.89053303179,1.94558472655,2.22130523054,0,0.722470961295904,1.30127683131926
"1931",2126,73,"2017-10-15 13:46:51.511",36.77439149,-1.29737806,-0.018,0.022,0,4.00089856429,1.01853303179,4.23358472655,2.22130523054,0,0.254576069706168,0.458529074611864
"1932",2127,73,"2017-10-15 13:46:51.614",36.77439149,-1.29737806,-0.008,-0.037,0.018,4.00089856429,0.194533031795,0.422584726547,4.07530523054,0,0.0486223353751839,0.0477345918379771
"1933",2128,73,"2017-10-15 13:46:51.718",36.77439149,-1.29737806,0.015,-0.019,0.016,4.00089856429,1.75453303179,-1.55341527345,5.73930523054,0,0.438534745032048,0.305704778072052
"1934",2129,73,"2017-10-15 13:46:51.822",36.77439149,-1.29737806,0.01,0.017,-0.043,4.00089856429,2.79453303179,0.214584726547,1.26730523054,0,0.69847635147079,2.20509863326236
"1935",2130,73,"2017-10-15 13:46:51.926",36.77439149,-1.29737806,0,0.04,-0.003,4.00089856429,2.79453303179,4.37458472655,0.955305230538,0,0.69847635147079,2.92527764159336
"1936",2132,73,"2017-10-15 13:46:52.037",36.77439249,-1.29729628,-0.024,0.001,0.033,4.00089856429,0.130533031795,4.48558472655,4.61830523054,0,0.0326259288251074,0.0282642712594675
"1937",2133,73,"2017-10-15 13:46:52.138",36.77439249,-1.29729628,-0.017,-0.043,-0.016,4.00089856429,-1.58646696821,0.142584726547,3.00230523054,0,-0.396527665652412,-0.52841628228608
"1938",2134,73,"2017-10-15 13:46:52.242",36.77439249,-1.29729628,0.024,-0.008,-0.003,4.00089856429,0.909533031795,-0.689415273453,2.69030523054,0,0.227332189801819,0.338078007458075
"1939",2135,73,"2017-10-15 13:46:52.346",36.77439249,-1.29729628,0.024,0.042,-0.002,4.00089856429,3.40553303179,3.67858472655,2.48230523054,0,0.851192045253551,1.37192356116865
"1940",2136,73,"2017-10-15 13:46:52.450",36.77439249,-1.29729628,-0.007,-0.003,-0.008,4.00089856429,2.67753303179,3.36658472655,1.65030523054,0,0.669232920746431,1.62244715840468
"1941",2137,73,"2017-10-15 13:46:52.553",36.77439249,-1.29729628,-0.01,-0.021,0.016,4.00089856429,1.64753303179,1.20358472655,3.29830523054,0,0.411790752831138,0.499508964948118
"1942",2138,73,"2017-10-15 13:46:52.657",36.77439249,-1.29729628,-0.017,-0.003,0.006,4.00089856429,-0.120466968205,0.891584726547,3.92230523054,0,-0.0301099781134736,-0.0307133078953202
"1943",2139,73,"2017-10-15 13:46:52.761",36.77439249,-1.29729628,0.009,0.019,0.013,4.00089856429,0.815533031795,2.86758472655,5.27430523054,0,0.203837467681394,0.154623783825174
"1944",2140,73,"2017-10-15 13:46:52.865",36.77439249,-1.29729628,0.008,0.01,-0.03,4.00089856429,1.64753303179,3.90758472655,2.15430523054,0,0.411790752831138,0.764763046774494
"1945",2141,73,"2017-10-15 13:46:52.969",36.77439249,-1.29729628,0.01,-0.025,0.008,4.00089856429,2.68753303179,1.30758472655,2.98630523054,0,0.671732359269881,0.899952558199828
"1946",2143,73,"2017-10-15 13:46:53.072",36.7743931,-1.29720987,-0.005,-0.001,0.014,4.00089856429,2.17253303179,1.20458472655,4.42830523054,0,0.543011275312234,0.490601464598021
"1947",2144,73,"2017-10-15 13:46:53.176",36.7743931,-1.29720987,-0.021,0.013,-0.023,4.00089856429,-0.0114669682054,2.55658472655,2.03630523054,0,-0.00286609820797467,-0.00563126197066199
"1948",2145,73,"2017-10-15 13:46:53.280",36.7743931,-1.29720987,0.012,0.002,0.022,4.00089856429,1.23653303179,2.76458472655,4.32430523054,0,0.309063829517366,0.285949526193734
"1949",2146,73,"2017-10-15 13:46:53.384",36.7743931,-1.29720987,0.009,-0.005,-0.043,4.00089856429,2.17253303179,2.24458472655,-0.147694769462,0,0.543011275312234,-14.7096138861503
"1950",2147,73,"2017-10-15 13:46:53.488",36.7743931,-1.29720987,0.003,-0.005,0.031,4.00089856429,2.48453303179,1.72458472655,3.07630523054,0,0.620993757243857,0.807635408581962
"1951",2148,73,"2017-10-15 13:46:53.596",36.7743931,-1.29720987,-0.008,0.007,0.011,4.00089856429,1.62053303179,2.48058472655,4.26430523054,0,0.405042268817825,0.380022757326118
"1952",2149,73,"2017-10-15 13:46:53.695",36.7743931,-1.29720987,-0.01,0.002,0.005,4.00089856429,0.630533031795,2.67858472655,4.75930523054,0,0.15759785499758,0.132484260044708
"1953",2150,73,"2017-10-15 13:46:53.799",36.7743931,-1.29720987,0.011,-0.006,-0.013,4.00089856429,1.77453303179,2.05458472655,3.40730523054,0,0.443533622078946,0.52080248516766
"1954",2151,73,"2017-10-15 13:46:53.903",36.7743931,-1.29720987,0.002,0.012,-0.013,4.00089856429,1.98253303179,3.30258472655,2.05530523054,0,0.495521943366695,0.964592996860675
"1955",2153,73,"2017-10-15 13:46:54.009",36.77439375,-1.29712615,-0.001,-0.016,0.002,4.00089856429,1.87653303179,1.60658472655,2.26730523054,0,0.469027895018131,0.82764905514864
"1956",2154,73,"2017-10-15 13:46:54.110",36.77439375,-1.29712615,-0.01,-0.004,0.005,4.00089856429,0.866533031795,1.20258472655,2.77230523054,0,0.216584604150987,0.3125676863605
"1957",2155,73,"2017-10-15 13:46:54.214",36.77439375,-1.29712615,0.002,0.009,0.004,4.00089856429,1.07453303179,2.13858472655,3.18830523054,0,0.268572925437485,0.337023262859939
"1958",2156,73,"2017-10-15 13:46:54.319",36.77439375,-1.29712615,0.003,0.003,-0.001,4.00089856429,1.38953303179,2.45358472655,3.08330523054,0,0.347305238926143,0.450663469197515
"1959",2157,73,"2017-10-15 13:46:54.422",36.77439375,-1.29712615,-0.004,-0.002,0.005,4.00089856429,0.977533031795,2.24758472655,3.59830523054,0,0.244328371761275,0.271664844743674
"1960",2158,73,"2017-10-15 13:46:54.525",36.77439375,-1.29712615,0.008,-0.009,-0.001,4.00089856429,1.80153303179,1.32058472655,3.49530523054,0,0.45028210609226,0.51541508193597
"1961",2159,73,"2017-10-15 13:46:54.630",36.77439375,-1.29712615,0.011,-0.004,-0.012,4.00089856429,2.95653303179,0.900584726547,2.23530523054,0,0.738967255550671,1.32265293857688
