,Batch id, time, Longitude, Latitude,x,y,z,velocity,x_raw,y_raw,z_raw,label,speedbump,pothole
664,73,44:12.6,36.76645765,-1.29831356,-0.044,0.012,-0.005,4.000898564,0.243232967,6.66537946,6.045707774,0,0,0
665,73,44:12.7,36.76645765,-1.29831356,0.006,-0.136,-0.003,4.000898564,0.861232967,-7.34262054,5.736707774,0,0,0
666,73,44:12.8,36.76645765,-1.29831356,0.01,0.045,-0.072,4.000898564,1.901232967,-2.66262054,-1.751292226,0,0,0
667,73,44:12.9,36.76645765,-1.29831356,0.002,0.058,0.038,4.000898564,2.109232967,3.36937946,2.200707774,0,0,0
669,73,44:13.0,36.76653701,-1.29833224,0.022,-0.041,0.063,4.000898564,4.397232967,-0.89462054,8.752707774,0,0,0
670,73,44:13.1,36.76653701,-1.29833224,0.006,0.004,0.013,4.000898564,5.015232967,-0.48262054,10.09170777,0,0,0
671,73,44:13.2,36.76653701,-1.29833224,-0.02,0.019,-0.123,4.000898564,2.935232967,1.49337946,-2.700292226,0,0,0
672,73,44:13.3,36.76653701,-1.29833224,0.014,0.006,0.146,4.000898564,4.391232967,2.11737946,12.48370777,0,0,0
673,73,44:13.4,36.76653701,-1.29833224,-0.02,-0.032,-0.108,4.000898564,2.331232967,-1.17862054,1.359707774,0,0,0
674,73,44:13.5,36.76653701,-1.29833224,0.009,-0.005,-0.019,4.000898564,3.276232967,-1.70362054,-0.635292226,0,0,0
675,73,44:13.6,36.76653701,-1.29833224,0.002,0.059,0.062,4.000898564,3.482232967,4.37337946,5.750707774,0,0,0
676,73,44:13.7,36.76653701,-1.29833224,-0.027,-0.021,-0.01,4.000898564,0.620232967,2.14737946,4.690707774,0,0,0
677,73,44:13.9,36.76653701,-1.29833224,0.045,-0.052,-0.024,4.000898564,5.255232967,-3.20862054,2.218707774,0,0,0
678,73,44:14.0,36.76653701,-1.29833224,0.009,-0.029,-0.028,4.000898564,6.173232967,-6.16662054,-0.637292226,0,0,0
680,73,44:14.1,36.76661624,-1.2983514,-0.016,0.062,0.086,4.000898564,4.509232967,0.28137946,8.306707774,0,0,0
681,73,44:14.2,36.76661624,-1.2983514,-0.052,0.037,-0.079,4.000898564,-0.898767033,4.12937946,0.090707774,0,0,0
682,73,44:14.3,36.76661624,-1.2983514,0.008,-0.053,-0.028,4.000898564,-0.066767033,-1.38262054,-2.821292226,0,0,0
683,73,44:14.4,36.76661624,-1.2983514,0.037,-0.003,0.053,4.000898564,3.781232967,-1.69462054,2.690707774,0,0,0
684,73,44:14.5,36.76661624,-1.2983514,0.021,0.003,0.005,4.000898564,5.944232967,-1.38562054,3.205707774,0,0,0
685,73,44:14.6,36.76661624,-1.2983514,-0.025,0.02,-0.032,4.000898564,3.344232967,0.69437946,-0.122292226,0,0,0
686,73,44:14.7,36.76661624,-1.2983514,-0.037,0.015,0.03,4.000898564,-0.503767033,2.25437946,2.997707774,0,0,0
687,73,44:14.8,36.76661624,-1.2983514,0.004,-0.025,0.043,4.000898564,-0.087767033,-0.34562054,7.469707774,0,0,0
688,73,44:14.9,36.76661624,-1.2983514,0.023,-0.005,-0.034,4.000898564,2.304232967,-0.86562054,3.933707774,0,0,0
689,73,44:15.0,36.76669437,-1.29836738,0.023,-0.005,-0.034,4.000898564,4.719232967,-1.39062054,0.363707774,0,0,0
690,73,44:15.0,36.76669437,-1.29836738,0.009,-0.016,-0.109,4.000898564,4.764232967,-1.47062054,-0.181292226,0,0,0
691,73,44:15.1,36.76669437,-1.29836738,0.013,0.042,0.074,4.000898564,6.090232967,2.81337946,7.366707774,0,0,0
692,73,44:15.2,36.76669437,-1.29836738,-0.028,0.028,0.053,4.000898564,3.178232967,5.72537946,12.87870777,0,0,0
693,73,44:15.3,36.76669437,-1.29836738,-0.011,-0.054,-0.028,4.000898564,2.034232967,0.10937946,9.966707774,0,0,0
694,73,44:15.4,36.76669437,-1.29836738,0.01,-0.006,-0.037,4.000898564,3.064232967,-0.50862054,6.155707774,0,0,0
695,73,44:15.5,36.76669437,-1.29836738,0.007,0.009,0.058,4.000898564,3.799232967,0.43637946,12.24570777,0,0,0
696,73,44:15.6,36.76669437,-1.29836738,0.015,0.03,0.1,4.000898564,5.344232967,3.52637946,22.54570777,0,0,0
697,73,44:15.7,36.76669437,-1.29836738,-0.016,-0.023,-0.119,4.000898564,3.680232967,1.13437946,10.16970777,0,0,0
698,73,44:15.8,36.76669437,-1.29836738,0.012,-0.018,0.019,4.000898564,4.928232967,-0.73762054,12.14570777,0,0,0
699,73,44:15.9,36.76669437,-1.29836738,0.009,0.05,0.036,4.000898564,5.864232967,4.46237946,15.88970777,0,0,0
701,73,44:16.0,36.76676763,-1.29838135,-0.021,-0.012,-0.007,4.000898564,3.701232967,3.22637946,15.16870777,0,0,0
702,73,44:16.1,36.76676763,-1.29838135,-0.025,-0.042,-0.078,4.000898564,1.101232967,-1.14162054,7.056707774,0,0,0
703,73,44:16.2,36.76676763,-1.29838135,0.017,0.029,-0.061,4.000898564,2.886232967,1.90337946,0.651707774,0,0,0
704,73,44:16.3,36.76676763,-1.29838135,0.025,0.018,0.084,4.000898564,5.461232967,3.75737946,9.303707774,0,0,0
705,73,44:16.4,36.76676763,-1.29838135,-0.019,-0.028,0.005,4.000898564,3.485232967,0.84537946,9.823707774,0,0,0
706,73,44:16.6,36.76676763,-1.29838135,0.007,0.003,0.001,4.000898564,4.213232967,1.15737946,9.927707774,0,0,0
707,73,44:16.7,36.76676763,-1.29838135,-0.009,0.019,0.007,4.000898564,3.286232967,3.11437946,10.64870777,0,0,0
708,73,44:16.8,36.76676763,-1.29838135,-0.011,-0.015,-0.038,4.000898564,2.142232967,1.55437946,6.696707774,0,0,0
709,73,44:16.9,36.76676763,-1.29838135,0.004,0.007,0.029,4.000898564,2.558232967,2.28237946,9.712707774,0,0,0
710,73,44:17.0,36.76676763,-1.29838135,0.006,0.006,-0.009,4.000898564,3.182232967,2.90637946,8.776707774,0,0,0
712,73,44:17.1,36.76684265,-1.29839638,0.022,-0.013,0.095,4.000898564,5.448232967,1.56737946,18.56170777,0,0,0
713,73,44:17.2,36.76684265,-1.29839638,0.006,-0.034,-0.034,4.000898564,6.072232967,-1.96862054,15.02570777,0,0,0
714,73,44:17.3,36.76684265,-1.29839638,-0.029,0.06,-0.094,4.000898564,3.056232967,4.27137946,5.249707774,0,0,0
715,73,44:17.4,36.76684265,-1.29839638,0.012,-0.002,0.003,4.000898564,4.304232967,4.06337946,5.561707774,0,0,0
716,73,44:17.5,36.76684265,-1.29839638,0.003,-0.055,0.042,4.000898564,4.613232967,-1.60162054,9.887707774,0,0,0
717,73,44:17.6,36.76684265,-1.29839638,-0.02,-0.009,0.02,4.000898564,2.513232967,-2.54662054,11.98770777,0,0,0
718,73,44:17.7,36.76684265,-1.29839638,0.023,0.067,-0.024,4.000898564,4.882232967,4.35437946,9.515707774,0,0,0
719,73,44:17.8,36.76684265,-1.29839638,0.008,-0.013,-0.017,4.000898564,5.706232967,3.01537946,7.764707774,0,0,0
720,73,44:17.9,36.76684265,-1.29839638,-0.03,-0.052,-0.058,4.000898564,2.556232967,-2.44462054,1.674707774,0,0,0
722,73,44:18.0,36.76691391,-1.29840762,0.026,0.025,0.189,4.000898564,5.182232967,0.08037946,20.76370777,0,0,0
723,73,44:18.1,36.76691391,-1.29840762,-0.008,0.03,-0.092,4.000898564,4.374232967,3.11037946,11.47170777,0,0,0
724,73,44:18.2,36.76691391,-1.29840762,0.001,-0.015,-0.015,4.000898564,4.478232967,1.55037946,9.911707774,0,0,0
725,73,44:18.3,36.76691391,-1.29840762,-0.021,-0.01,-0.036,4.000898564,2.294232967,0.51037946,6.167707774,0,0,0
726,73,44:18.4,36.76691391,-1.29840762,0.012,0.017,0.035,4.000898564,3.530232967,2.26137946,9.772707774,0,0,0
727,73,44:18.5,36.76691391,-1.29840762,0.001,0.004,0.062,4.000898564,3.635232967,2.68137946,16.28270777,0,0,0
728,73,44:18.6,36.76691391,-1.29840762,-0.004,-0.014,-0.044,4.000898564,3.223232967,1.23937946,11.75070777,0,0,0
729,73,44:18.7,36.76691391,-1.29840762,-0.016,-0.003,-0.188,4.000898564,1.559232967,0.92737946,-7.801292226,0,0,0
730,73,44:18.8,36.76691391,-1.29840762,0.014,-0.004,0.11,4.000898564,3.015232967,0.51137946,3.638707774,0,0,0
731,73,44:18.9,36.76691391,-1.29840762,0.054,0.006,0.166,4.000898564,8.577232967,1.12937946,20.73670777,0,0,0
733,73,44:19.0,36.76698707,-1.29842035,-0.038,-0.027,-0.158,4.000898564,4.625232967,-1.67862054,4.304707774,0,0,0
734,73,44:19.1,36.76698707,-1.29842035,-0.019,0.022,0.053,4.000898564,2.649232967,0.60937946,9.816707774,0,0,0
735,73,44:19.2,36.76698707,-1.29842035,-0.002,0.033,0.012,4.000898564,2.441232967,4.04137946,11.06470777,0,0,0
736,73,44:19.3,36.76698707,-1.29842035,0.035,-0.004,0.12,4.000898564,6.046232967,3.62937946,23.42470777,0,0,0
737,73,44:19.5,36.76698707,-1.29842035,-0.013,-0.071,-0.108,4.000898564,4.694232967,-3.75462054,12.19270777,0,0,0
738,73,44:19.6,36.76698707,-1.29842035,-0.012,0.005,-0.066,4.000898564,3.446232967,-3.23462054,5.328707774,0,0,0
739,73,44:19.7,36.76698707,-1.29842035,-0.003,0.084,-0.03,4.000898564,3.134232967,5.50137946,2.208707774,0,0,0
740,73,44:19.8,36.76698707,-1.29842035,-0.007,-0.009,0.038,4.000898564,2.406232967,4.56537946,6.160707774,0,0,0
741,73,44:19.9,36.76698707,-1.29842035,0.016,-0.06,0.104,4.000898564,4.054232967,-1.61462054,16.87270777,0,0,0
742,73,44:20.0,36.76698707,-1.29842035,0.009,0.018,-0.028,4.000898564,4.999232967,0.27537946,13.93270777,0,0,0
744,73,44:20.1,36.76705975,-1.29843854,-0.002,0.037,-0.029,4.000898564,4.793232967,4.08637946,10.94570777,0,0,0
745,73,44:20.2,36.76705975,-1.29843854,-0.019,-0.017,0.004,4.000898564,2.817232967,2.31837946,11.36170777,0,0,0
746,73,44:20.3,36.76705975,-1.29843854,0.01,-0.018,-0.017,4.000898564,3.857232967,0.44637946,9.593707774,0,0,0
747,73,44:20.4,36.76705975,-1.29843854,0.009,0.014,-0.001,4.000898564,4.802232967,1.91637946,9.488707774,0,0,0
748,73,44:20.5,36.76705975,-1.29843854,0,0.006,-0.054,4.000898564,4.802232967,2.53437946,3.926707774,0,0,0
749,73,44:20.6,36.76705975,-1.29843854,-0.008,-0.009,0.043,4.000898564,3.978232967,1.60737946,8.355707774,0,0,0
750,73,44:20.7,36.76705975,-1.29843854,-0.02,0.001,-0.053,4.000898564,1.878232967,1.71237946,2.790707774,0,0,0
751,73,44:20.8,36.76705975,-1.29843854,0.015,0.031,0.067,4.000898564,3.423232967,4.90537946,9.691707774,0,0,0
752,73,44:20.9,36.76705975,-1.29843854,0.029,-0.038,0.112,4.000898564,6.439232967,0.95337946,21.33970777,0,0,0
754,73,44:21.0,36.76714013,-1.2984558,-0.026,-0.014,-0.049,4.000898564,3.761232967,-0.48862054,16.29270777,0,0,0
755,73,44:21.1,36.76714013,-1.2984558,-0.012,0.048,-0.064,4.000898564,2.501232967,4.55137946,9.572707774,0,0,0
756,73,44:21.2,36.76714013,-1.2984558,0.004,0.007,-0.035,4.000898564,2.913232967,5.27237946,5.967707774,0,0,0
757,73,44:21.3,36.76714013,-1.2984558,0.001,-0.048,0.002,4.000898564,3.017232967,0.28037946,6.175707774,0,0,0
758,73,44:21.4,36.76714013,-1.2984558,0.017,-0.031,-0.002,4.000898564,4.802232967,-2.97462054,5.965707774,0,0,0
759,73,44:21.5,36.76714013,-1.2984558,-0.001,0.084,0.09,4.000898564,4.700232967,5.59337946,15.14570777,0,0,0
760,73,44:21.6,36.76714013,-1.2984558,-0.004,-0.009,-0.044,4.000898564,4.284232967,4.65737946,10.56970777,0,0,0
761,73,44:21.7,36.76714013,-1.2984558,0.006,-0.06,0.065,4.000898564,4.908232967,-1.58262054,17.32970777,0,0,0
762,73,44:21.8,36.76714013,-1.2984558,-0.007,0.009,-0.06,4.000898564,4.180232967,-0.64662054,11.08970777,0,0,0
763,73,44:21.9,36.76714013,-1.2984558,-0.001,0.049,-0.017,4.000898564,4.076232967,4.44937946,9.321707774,0,0,0
765,73,44:22.0,36.76722213,-1.29847237,-0.013,-0.022,-0.036,4.000898564,2.737232967,2.18337946,5.613707774,0,0,0
766,73,44:22.2,36.76722213,-1.29847237,0.005,-0.043,0.008,4.000898564,3.262232967,-2.33162054,6.453707774,0,0,0
767,73,44:22.3,36.76722213,-1.29847237,0.006,0.02,0.048,4.000898564,3.880232967,-0.27162054,11.39770777,0,0,0
768,73,44:22.4,36.76722213,-1.29847237,-0.005,0.045,-0.044,4.000898564,3.360232967,4.40837946,6.821707774,0,0,0
769,73,44:22.5,36.76722213,-1.29847237,0.002,0.001,0.063,4.000898564,3.566232967,4.51137946,13.31070777,0,0,0
770,73,44:22.6,36.76722213,-1.29847237,0.006,-0.05,0.056,4.000898564,4.190232967,-0.68862054,19.13470777,0,0,0
771,73,44:22.7,36.76722213,-1.29847237,0.017,-0.017,-0.025,4.000898564,5.975232967,-2.47362054,16.50970777,0,0,0
772,73,44:22.8,36.76722213,-1.29847237,-0.033,0.065,-0.13,4.000898564,2.576232967,4.22137946,3.119707774,0,0,0
773,73,44:22.9,36.76722213,-1.29847237,-0.009,-0.002,0.064,4.000898564,1.640232967,4.01337946,9.775707774,0,0,0
774,73,44:23.0,36.76722213,-1.29847237,0.018,-0.057,0.004,4.000898564,3.494232967,-1.85762054,10.18770777,0,0,0
776,73,44:23.1,36.76730066,-1.29848702,0.024,0.016,-0.003,4.000898564,5.990232967,-0.19362054,9.875707774,0,0,0
777,73,44:23.2,36.76730066,-1.29848702,-0.022,0.053,-0.001,4.000898564,3.702232967,5.31837946,9.771707774,0,0,0
778,73,44:23.3,36.76730066,-1.29848702,-0.009,-0.073,0.005,4.000898564,2.757232967,-2.34662054,10.29670777,0,0,0
779,73,44:23.4,36.76730066,-1.29848702,0.006,0.025,0.009,4.000898564,3.375232967,0.22837946,11.22370777,0,0,0
780,73,44:23.5,36.76730066,-1.29848702,0.01,0.053,0.006,4.000898564,4.415232967,5.74037946,11.84770777,0,0,0
781,73,44:23.6,36.76730066,-1.29848702,-0.001,-0.041,-0.028,4.000898564,4.311232967,1.47637946,8.935707774,0,0,0
782,73,44:23.7,36.76730066,-1.29848702,0.01,-0.032,0.043,4.000898564,5.341232967,-1.81962054,13.36470777,0,0,0
783,73,44:23.8,36.76730066,-1.29848702,-0.004,0.005,0.054,4.000898564,4.925232967,-1.29962054,18.98070777,0,0,0
784,73,44:23.9,36.76730066,-1.29848702,-0.01,0.029,-0.083,4.000898564,3.885232967,1.71637946,10.34870777,0,0,0
786,73,44:24.0,36.76738164,-1.29850348,0,0.027,-0.01,4.000898564,3.885232967,4.52437946,9.308707774,0,0,0
787,73,44:24.1,36.76738164,-1.29850348,0,-0.034,-0.039,4.000898564,3.885232967,1.02237946,5.291707774,0,0,0
788,73,44:24.2,36.76738164,-1.29850348,-0.003,-0.012,0.033,4.000898564,3.570232967,-0.23762054,8.756707774,0,0,0
789,73,44:24.3,36.76738164,-1.29850348,-0.001,-0.005,-0.03,4.000898564,3.467232967,-0.75262054,5.666707774,0,0,0
790,73,44:24.4,36.76738164,-1.29850348,0.008,0.024,0.06,4.000898564,4.299232967,1.74337946,11.90670777,0,0,0
791,73,44:24.5,36.76738164,-1.29850348,-0.013,0.044,-0.03,4.000898564,2.947232967,6.31937946,8.786707774,0,0,0
792,73,44:24.6,36.76738164,-1.29850348,0.022,-0.065,0.079,4.000898564,5.235232967,-0.44062054,17.00270777,0,0,0
793,73,44:24.7,36.76738164,-1.29850348,-0.019,-0.018,-0.044,4.000898564,3.278232967,-2.29462054,12.47070777,0,0,0
794,73,44:24.9,36.76738164,-1.29850348,0.002,0.061,0.015,4.000898564,3.486232967,4.04937946,14.03070777,0,0,0
795,73,44:25.0,36.76738164,-1.29850348,-0.015,0.005,-0.076,4.000898564,1.941232967,4.56437946,6.202707774,0,0,0
797,73,44:25.1,36.76746091,-1.29852375,0.007,-0.043,0.003,4.000898564,2.669232967,0.09237946,6.514707774,0,0,0
798,73,44:25.2,36.76746091,-1.29852375,0.015,-0.03,0.08,4.000898564,4.229232967,-3.02762054,14.83470777,0,0,0
799,73,44:25.3,36.76746091,-1.29852375,0.005,0.072,-0.015,4.000898564,4.754232967,4.53237946,13.25970777,0,0,0
800,73,44:25.4,36.76746091,-1.29852375,-0.011,0.045,-0.011,4.000898564,3.621232967,9.16737946,12.12670777,0,0,0
801,73,44:25.5,36.76746091,-1.29852375,-0.013,-0.128,-0.039,4.000898564,2.282232967,-4.01662054,8.109707774,0,0,0
802,73,44:25.6,36.76746091,-1.29852375,0.005,-0.001,0.052,4.000898564,2.802232967,-4.12062054,13.51770777,0,0,0
803,73,44:25.7,36.76746091,-1.29852375,0.011,0.112,-0.004,4.000898564,3.946232967,7.52737946,13.10170777,0,0,0
804,73,44:25.8,36.76746091,-1.29852375,0.001,-0.019,0.021,4.000898564,4.050232967,5.55137946,15.28570777,0,0,0
805,73,44:25.9,36.76746091,-1.29852375,-0.002,-0.11,-0.075,4.000898564,3.842232967,-5.88862054,7.485707774,0,0,0
807,73,44:26.0,36.76753437,-1.29853793,-0.013,0.076,0.006,4.000898564,2.477232967,2.09137946,8.115707774,0,0,0
808,73,44:26.1,36.76753437,-1.29853793,-0.01,0.048,0.017,4.000898564,1.457232967,6.98737946,9.849707774,0,0,0
809,73,44:26.2,36.76753437,-1.29853793,0.009,-0.03,-0.075,4.000898564,2.393232967,3.86737946,2.049707774,0,0,0
810,73,44:26.3,36.76753437,-1.29853793,0.045,-0.057,0.147,4.000898564,7.073232967,-2.06062054,17.33770777,0,0,0
811,73,44:26.4,36.76753437,-1.29853793,-0.016,0.032,0.011,4.000898564,5.425232967,1.23537946,18.47070777,0,0,0
812,73,44:26.5,36.76753437,-1.29853793,-0.007,0.038,-0.059,4.000898564,4.718232967,5.07337946,12.51170777,0,0,0
813,73,44:26.6,36.76753437,-1.29853793,-0.018,-0.023,0.018,4.000898564,2.882232967,2.72737946,14.34770777,0,0,0
814,73,44:26.7,36.76753437,-1.29853793,0.001,-0.039,-0.014,4.000898564,2.987232967,-1.36762054,12.87770777,0,0,0
815,73,44:26.8,36.76753437,-1.29853793,-0.007,0.053,-0.036,4.000898564,2.259232967,4.14437946,9.133707774,0,0,0
816,73,44:26.9,36.76753437,-1.29853793,0.027,-0.009,0.031,4.000898564,5.040232967,3.21737946,12.32670777,0,0,0
818,73,44:27.0,36.76759555,-1.29855292,0.003,-0.011,0.021,4.000898564,5.352232967,2.07337946,14.51070777,0,0,0
819,73,44:27.1,36.76759555,-1.29855292,-0.009,-0.027,-0.032,4.000898564,4.425232967,-0.70762054,11.21470777,0,0,0
820,73,44:27.2,36.76759555,-1.29855292,-0.002,0.011,-0.008,4.000898564,4.219232967,0.42537946,10.39070777,0,0,0
821,73,44:27.3,36.76759555,-1.29855292,-0.015,0.054,0.065,4.000898564,2.644232967,6.09537946,17.21570777,0,0,0
822,73,44:27.4,36.76759555,-1.29855292,-0.012,-0.021,-0.011,4.000898564,1.396232967,3.91137946,16.07170777,0,0,0
823,73,44:27.5,36.76759555,-1.29855292,0.036,-0.076,-0.028,4.000898564,5.140232967,-3.99262054,13.15970777,0,0,0
824,73,44:27.6,36.76759555,-1.29855292,0.014,0.042,-0.019,4.000898564,6.582232967,0.33337946,11.20270777,0,0,0
825,73,44:27.8,36.76759555,-1.29855292,-0.01,0.045,0.007,4.000898564,5.542232967,5.01337946,11.93070777,0,0,0
826,73,44:27.9,36.76759555,-1.29855292,-0.011,-0.041,-0.019,4.000898564,4.398232967,0.74937946,9.954707774,0,0,0
827,73,44:28.0,36.76759555,-1.29855292,-0.033,0.001,0.041,4.000898564,0.999232967,0.85237946,14.17770777,0,0,0
829,73,44:28.1,36.76764019,-1.29856138,-0.002,0.017,-0.026,4.000898564,0.791232967,2.62037946,11.47370777,0,0,0
830,73,44:28.2,36.76764019,-1.29856138,0.034,-0.011,0.017,4.000898564,4.361232967,1.46537946,13.25870777,1,1,0
831,73,44:28.3,36.76764019,-1.29856138,0.022,-0.013,-0.004,4.000898564,6.649232967,0.11337946,12.84270777,1,1,0
832,73,44:28.4,36.76764019,-1.29856138,-0.003,0.012,0.012,4.000898564,6.340232967,1.34937946,14.07870777,1,1,0
833,73,44:28.5,36.76764019,-1.29856138,-0.029,0.029,-0.031,4.000898564,3.353232967,4.33637946,10.88570777,1,1,0
834,73,44:28.6,36.76764019,-1.29856138,-0.015,-0.033,0.009,4.000898564,1.793232967,0.90437946,11.82170777,1,1,0
835,73,44:28.7,36.76764019,-1.29856138,0.007,-0.021,0.006,4.000898564,2.521232967,-1.27962054,12.44570777,1,1,0
836,73,44:28.8,36.76764019,-1.29856138,0.016,0.029,-0.021,4.000898564,4.185232967,1.73637946,10.26170777,1,1,0
837,73,44:28.9,36.76764019,-1.29856138,0.019,0.011,0.012,4.000898564,6.142232967,2.86937946,11.49770777,1,1,0
839,73,44:29.0,36.76767698,-1.29857257,-0.012,-0.008,0.006,4.000898564,4.846232967,2.00537946,12.14570777,1,1,0
840,73,44:29.1,36.76767698,-1.29857257,-0.003,-0.014,0.022,4.000898564,4.546232967,0.60537946,14.34570777,0,0,0
841,73,44:29.2,36.76767698,-1.29857257,-0.005,0.012,-0.006,4.000898564,4.021232967,1.86537946,13.71570777,0,0,0
842,73,44:29.3,36.76767698,-1.29857257,-0.006,0.023,-0.009,4.000898564,3.409232967,4.21137946,12.79770777,0,0,0
843,73,44:29.4,36.76767698,-1.29857257,0.008,-0.022,-0.008,4.000898564,4.249232967,1.90137946,11.95770777,0,0,0
844,73,44:29.5,36.76767698,-1.29857257,0.009,-0.026,0.007,4.000898564,5.185232967,-0.80262054,12.68570777,0,0,0
845,73,44:29.6,36.76767698,-1.29857257,0,0.009,-0.022,4.000898564,5.185232967,0.12437946,10.41970777,0,0,0
846,73,44:29.7,36.76767698,-1.29857257,-0.015,0.036,-0.006,4.000898564,3.625232967,3.86837946,9.795707774,0,0,0
847,73,44:29.8,36.76767698,-1.29857257,-0.006,-0.008,0.004,4.000898564,3.001232967,3.03637946,10.21170777,0,0,0
848,73,44:29.9,36.76767698,-1.29857257,0.017,-0.034,0.017,4.000898564,4.769232967,-0.49962054,11.97970777,0,0,0
850,73,44:30.0,36.76770643,-1.29857866,0.006,0.037,-0.009,4.000898564,5.375232967,3.23737946,11.07070777,0,0,0
851,73,44:30.1,36.76770643,-1.29857866,-0.018,0.009,0.006,4.000898564,3.557232967,4.14637946,11.67670777,0,0,0
852,73,44:30.2,36.76770643,-1.29857866,0.008,-0.023,-0.013,4.000898564,4.389232967,1.75437946,10.32470777,0,0,0
853,73,44:30.3,36.76770643,-1.29857866,-0.011,-0.029,-0.01,4.000898564,3.245232967,-1.26162054,9.284707774,0,0,0
854,73,44:30.4,36.76770643,-1.29857866,0.001,0.045,-0.003,4.000898564,3.348232967,3.37337946,8.975707774,0,0,0
855,73,44:30.5,36.76770643,-1.29857866,0.013,-0.003,0.019,4.000898564,4.700232967,3.06137946,10.95170777,0,0,0
856,73,44:30.7,36.76770643,-1.29857866,0.009,-0.009,-0.014,4.000898564,5.636232967,2.12537946,9.495707774,0,0,0
857,73,44:30.8,36.76770643,-1.29857866,0.008,-0.02,0.039,4.000898564,6.468232967,0.04537946,13.55170777,0,0,0
858,73,44:30.9,36.76770643,-1.29857866,-0.037,-0.007,-0.041,4.000898564,2.620232967,-0.68262054,9.287707774,0,0,0
859,73,44:31.0,36.76770643,-1.29857866,0.004,0.026,0.011,4.000898564,3.036232967,2.02137946,10.43170777,0,0,0
861,73,44:31.1,36.76773407,-1.29858608,0.021,0.014,0.007,4.000898564,5.199232967,3.46337946,11.15270777,0,0,0
862,73,44:31.2,36.76773407,-1.29858608,-0.006,-0.008,-0.004,4.000898564,4.575232967,2.63137946,10.73670777,0,0,0
863,73,44:31.3,36.76773407,-1.29858608,-0.013,-0.009,-0.021,4.000898564,3.210232967,1.68637946,8.531707774,0,0,0
864,73,44:31.4,36.76773407,-1.29858608,0.002,-0.007,0.023,4.000898564,3.416232967,0.96537946,10.90070777,0,0,0
865,73,44:31.5,36.76773407,-1.29858608,-0.007,0.002,0.008,4.000898564,2.688232967,1.17337946,11.73270777,0,0,0
866,73,44:31.6,36.76773407,-1.29858608,0.007,0.002,-0.038,4.000898564,3.416232967,1.38137946,7.780707774,0,0,0
867,73,44:31.7,36.76773407,-1.29858608,0.007,-0.004,-0.004,4.000898564,4.144232967,0.96537946,7.364707774,0,0,0
868,73,44:31.8,36.76773407,-1.29858608,-0.007,0.001,0.018,4.000898564,3.423232967,1.06837946,9.218707774,0,0,0
869,73,44:31.9,36.76773407,-1.29858608,0.006,0.014,-0.003,4.000898564,4.047232967,2.52437946,8.906707774,0,0,0
871,73,44:32.0,36.76775999,-1.29859282,-0.008,0,-0.003,4.000898564,3.223232967,2.52437946,8.597707774,0,0,0
872,73,44:32.1,36.76775999,-1.29859282,0.004,-0.022,0.025,4.000898564,3.639232967,0.23637946,11.19770777,0,0,0
873,73,44:32.2,36.76775999,-1.29859282,0.025,-0.002,0.004,4.000898564,6.239232967,0.02837946,11.61370777,0,0,0
874,73,44:32.3,36.76775999,-1.29859282,-0.018,0.045,-0.013,4.000898564,4.367232967,4.70837946,10.26170777,0,0,0
875,73,44:32.4,36.76775999,-1.29859282,-0.011,-0.02,-0.017,4.000898564,3.223232967,2.62837946,8.493707774,0,0,0
876,73,44:32.5,36.76775999,-1.29859282,0.007,-0.023,0.004,4.000898564,3.951232967,0.23637946,8.909707774,0,0,0
877,73,44:32.6,36.76775999,-1.29859282,-0.008,0.015,-0.005,4.000898564,3.119232967,1.79637946,8.389707774,0,0,0
878,73,44:32.7,36.76775999,-1.29859282,0.001,-0.004,0.009,4.000898564,3.223232967,1.38037946,9.325707774,0,0,0
879,73,44:32.8,36.76775999,-1.29859282,0.015,0.007,0.013,4.000898564,4.768232967,2.10137946,10.66470777,0,0,0
880,73,44:32.9,36.76775999,-1.29859282,-0.004,0,-0.01,4.000898564,4.352232967,2.10137946,9.624707774,0,0,0
882,73,44:33.0,36.76778864,-1.29860145,0.009,0.02,0.019,4.000898564,5.279232967,4.16137946,11.58170777,0,0,0
883,73,44:33.1,36.76778864,-1.29860145,0,-0.018,-0.012,4.000898564,5.279232967,2.28937946,10.33370777,0,0,0
884,73,44:33.2,36.76778864,-1.29860145,-0.015,-0.026,-0.023,4.000898564,3.719232967,-0.41462054,7.941707774,0,0,0
885,73,44:33.4,36.76778864,-1.29860145,-0.007,0.009,0.019,4.000898564,2.998232967,0.51237946,9.898707774,0,0,0
886,73,44:33.5,36.76778864,-1.29860145,0.007,0.031,0.006,4.000898564,3.726232967,3.73637946,10.52270777,0,0,0
887,73,44:33.6,36.76778864,-1.29860145,0.007,0.019,-0.035,4.000898564,4.454232967,5.71237946,6.882707774,0,0,0
888,73,44:33.7,36.76778864,-1.29860145,-0.007,-0.046,0.021,4.000898564,3.726232967,0.92837946,9.066707774,0,0,0
889,73,44:33.8,36.76778864,-1.29860145,-0.012,-0.011,0.035,4.000898564,2.478232967,-0.21562054,12.70670777,0,0,0
890,73,44:33.9,36.76778864,-1.29860145,0.012,0.022,0.004,4.000898564,3.726232967,2.07237946,13.12270777,0,0,0
891,73,44:34.0,36.76778864,-1.29860145,0.012,0.02,-0.021,4.000898564,4.974232967,4.15237946,10.93870777,0,0,0
