,Batch id, time, Longitude, Latitude,x,y,z,velocity,x_raw,y_raw,z_raw,label,speedbump,pothole
15720,75,26:38.8,36.7704152,-1.29887614,-0.002,0,0.002,3.945183821,-0.02043339,2.07169603,-8.558888411,0,0,0
15721,75,26:38.9,36.7704152,-1.29887614,0.004,-0.019,0.016,3.945183821,0.39556661,0.09569603,-6.894888411,0,0,0
15723,75,26:39.0,36.77039736,-1.29886868,0.007,0.01,-0.001,3.945183821,1.11656661,1.12569603,-6.997888411,0,0,0
15724,75,26:39.1,36.77039736,-1.29886868,-0.013,0.018,-0.013,3.945183821,-0.22243339,2.97969603,-8.336888411,0,0,0
15725,75,26:39.2,36.77039736,-1.29886868,0.004,-0.011,0.01,3.945183821,0.19356661,1.83569603,-7.296888411,0,0,0
15726,75,26:39.3,36.77039736,-1.29886868,-0.01,0.007,-0.004,3.945183821,-0.84643339,2.56369603,-7.712888411,0,0,0
15727,75,26:39.4,36.77039736,-1.29886868,0.005,-0.013,-0.001,3.945183821,-0.32643339,1.21169603,-7.816888411,0,0,0
15728,75,26:39.5,36.77039736,-1.29886868,0.002,-0.005,-0.019,3.945183821,-0.11843339,0.69169603,-9.792888411,0,0,0
15729,75,26:39.6,36.77039736,-1.29886868,0,0.015,-0.002,3.945183821,-0.11843339,2.23669603,-9.998888411,0,0,0
15730,75,26:39.8,36.77039736,-1.29886868,-0.001,0.006,0.021,3.945183821,-0.22243339,2.86069603,-7.814888411,0,0,0
15731,75,26:39.9,36.77039736,-1.29886868,0.011,-0.002,-0.001,3.945183821,0.93256661,2.65069603,-7.919888411,0,0,0
15732,75,26:40.0,36.77039736,-1.29886868,-0.012,-0.002,-0.021,3.945183821,-0.30343339,2.44469603,-10.08288841,0,0,0
15734,75,26:40.1,36.77036634,-1.29886152,0.001,-0.029,-0.004,3.945183821,-0.20043339,-0.54230397,-10.49488841,0,0,0
15735,75,26:40.2,36.77036634,-1.29886152,-0.005,0.016,0.002,3.945183821,-0.72543339,1.13769603,-10.28488841,0,0,0
15736,75,26:40.3,36.77036634,-1.29886152,0.008,0.022,0.005,3.945183821,0.08256661,3.35969603,-9.779888411,0,0,0
15737,75,26:40.4,36.77036634,-1.29886152,-0.007,-0.007,0.005,3.945183821,-0.62443339,2.65269603,-9.274888411,0,0,0
15738,75,26:40.5,36.77036634,-1.29886152,0.001,-0.014,0.004,3.945183821,-0.52143339,1.21069603,-8.862888411,0,0,0
15739,75,26:40.6,36.77036634,-1.29886152,0.003,-0.006,-0.009,3.945183821,-0.20943339,0.58669603,-9.798888411,0,0,0
15740,75,26:40.7,36.77036634,-1.29886152,-0.008,0.025,-0.003,3.945183821,-1.04143339,3.18669603,-10.11088841,0,0,0
15741,75,26:40.8,36.77036634,-1.29886152,0.012,-0.023,0.017,3.945183821,0.17056661,0.86369603,-8.393888411,0,0,0
15742,75,26:40.9,36.77036634,-1.29886152,0,-0.005,-0.006,3.945183821,0.17056661,0.34869603,-9.011888411,0,0,0
15743,75,26:41.0,36.77036634,-1.29886152,-0.02,0.034,-0.011,3.945183821,-1.88943339,3.85069603,-10.14488841,0,0,0
15745,75,26:41.1,36.77032909,-1.29886782,0.01,-0.01,0.009,3.945183821,-0.84943339,2.81069603,-9.208888411,0,0,0
15746,75,26:41.2,36.77032909,-1.29886782,0.015,-0.03,-0.011,3.945183821,0.69556661,-0.27930397,-10.34188841,0,0,0
15747,75,26:41.3,36.77032909,-1.29886782,-0.014,0.01,-0.002,3.945183821,-0.77443339,0.77069603,-10.55188841,0,0,0
15748,75,26:41.4,36.77032909,-1.29886782,0.012,0.007,0.012,3.945183821,0.50956661,1.51969603,-9.267888411,0,0,0
15749,75,26:41.5,36.77032909,-1.29886782,-0.03,0.012,-0.018,3.945183821,-2.64043339,2.77969603,-11.15788841,0,0,0
15750,75,26:41.6,36.77032909,-1.29886782,0.012,0.002,-0.007,3.945183821,-1.39243339,2.98769603,-11.88588841,0,0,0
15751,75,26:41.7,36.77032909,-1.29886782,0.028,-0.008,0.02,3.945183821,1.51956661,2.15569603,-9.805888411,0,0,0
15752,75,26:41.8,36.77032909,-1.29886782,-0.017,-0.02,-0.002,3.945183821,-0.23143339,0.09569603,-10.01188841,0,0,0
15753,75,26:41.9,36.77032909,-1.29886782,-0.011,0.007,0.015,3.945183821,-1.37543339,0.82369603,-8.451888411,0,0,0
15755,75,26:42.0,36.77027517,-1.29886954,0.003,0.037,-0.001,3.945183821,-1.06643339,4.63469603,-8.554888411,0,0,0
15756,75,26:42.1,36.77027517,-1.29886954,0.004,-0.015,-0.016,3.945183821,-0.64643339,3.05969603,-10.23488841,0,0,0
15757,75,26:42.2,36.77027517,-1.29886954,0.011,-0.035,0.023,3.945183821,0.48656661,-0.54530397,-7.865888411,0,0,0
15758,75,26:42.3,36.77027517,-1.29886954,0.005,0.001,0.003,3.945183821,1.01156661,-0.44030397,-7.550888411,0,0,0
15759,75,26:42.4,36.77027517,-1.29886954,-0.035,0.064,-0.011,3.945183821,-2.59343339,6.15169603,-8.683888411,0,0,0
15760,75,26:42.5,36.77027517,-1.29886954,0.021,-0.027,0.014,3.945183821,-0.40943339,3.34369603,-7.227888411,0,0,0
15761,75,26:42.7,36.77027517,-1.29886954,0.024,-0.071,0.007,3.945183821,2.06256661,-3.96930397,-6.506888411,0,0,0
15762,75,26:42.8,36.77027517,-1.29886954,-0.03,0.055,-0.025,3.945183821,-1.08743339,1.80569603,-9.131888411,0,0,0
15763,75,26:42.9,36.77027517,-1.29886954,0.022,0.014,0.024,3.945183821,1.20056661,3.26169603,-6.635888411,0,0,0
15764,75,26:43.0,36.77027517,-1.29886954,-0.025,-0.017,-0.013,3.945183821,-1.37443339,1.51069603,-7.974888411,0,0,0
15766,75,26:43.1,36.7702196,-1.29887224,-0.001,0.008,-0.009,3.945183821,-1.47743339,2.33469603,-8.901888411,0,0,0
15767,75,26:43.2,36.7702196,-1.29887224,0.023,-0.009,0.003,3.945183821,0.91456661,1.39869603,-8.589888411,0,0,0
15768,75,26:43.3,36.7702196,-1.29887224,0.008,0.016,-0.017,3.945183821,1.74656661,3.06269603,-10.35788841,0,0,0
15769,75,26:43.4,36.7702196,-1.29887224,-0.008,-0.033,-0.03,3.945183821,0.91456661,-0.36930397,-13.47788841,0,0,0
15770,75,26:43.5,36.7702196,-1.29887224,-0.032,0.004,-0.017,3.945183821,-2.44543339,0.05069603,-15.26288841,0,0,0
15771,75,26:43.6,36.7702196,-1.29887224,0.007,0.026,0.048,3.945183821,-1.71743339,2.75469603,-10.27088841,0,0,0
15772,75,26:43.7,36.7702196,-1.29887224,0.002,-0.019,0.013,3.945183821,-1.51143339,0.79769603,-8.931888411,0,0,0
15773,75,26:43.8,36.7702196,-1.29887224,-0.005,-0.02,-0.016,3.945183821,-2.02643339,-1.26230397,-10.57988841,0,0,0
15774,75,26:43.9,36.7702196,-1.29887224,0.018,0.035,0.022,3.945183821,-0.15443339,2.37769603,-8.291888411,0,0,0
15776,75,26:44.0,36.77014997,-1.29887136,-0.005,0.011,-0.027,3.945183821,-0.68443339,3.54369603,-11.15388841,0,0,0
15777,75,26:44.1,36.77014997,-1.29887136,0.004,-0.052,-0.006,3.945183821,-0.28043339,-1.70830397,-11.75988841,0,0,0
15778,75,26:44.2,36.77014997,-1.29887136,-0.011,0.032,0.033,3.945183821,-1.43543339,1.65169603,-8.294888411,0,0,0
15779,75,26:44.3,36.77014997,-1.29887136,0,0.024,0.008,3.945183821,-1.43543339,4.14769603,-7.462888411,0,0,0
15780,75,26:44.4,36.77014997,-1.29887136,0.011,-0.058,-0.074,3.945183821,-0.29143339,-1.88430397,-15.15888841,0,0,0
15781,75,26:44.5,36.77014997,-1.29887136,0.018,0.001,0.074,3.945183821,1.54456661,-1.78230397,-7.610888411,0,0,0
15782,75,26:44.6,36.77014997,-1.29887136,-0.023,0.062,-0.007,3.945183821,-0.87043339,4.72769603,-8.345888411,0,0,0
15783,75,26:44.7,36.77014997,-1.29887136,-0.006,-0.017,-0.042,3.945183821,-1.48843339,2.97669603,-12.67188841,0,0,0
15784,75,26:44.8,36.77014997,-1.29887136,0.01,-0.066,-0.024,3.945183821,-0.44843339,-3.88730397,-15.16788841,0,0,0
15785,75,26:44.9,36.77014997,-1.29887136,-0.011,0.039,0.025,3.945183821,-1.59243339,0.16869603,-12.56788841,0,0,0
15787,75,26:45.0,36.77007746,-1.2988699,-0.005,0.051,-0.016,3.945183821,-2.11243339,5.47269603,-14.23188841,0,0,0
15788,75,26:45.1,36.77007746,-1.2988699,0.022,-0.02,0.043,3.945183821,0.17556661,3.39269603,-9.759888411,0,0,0
15789,75,26:45.2,36.77007746,-1.2988699,0.01,-0.06,-0.005,3.945183821,1.20556661,-2.78730397,-10.27488841,0,0,0
15790,75,26:45.4,36.77007746,-1.2988699,-0.012,0.036,0.007,3.945183821,-0.04243339,0.95669603,-9.546888411,0,0,0
15791,75,26:45.5,36.77007746,-1.2988699,-0.02,0.052,0.007,3.945183821,-2.14243339,6.41669603,-8.811888411,0,0,0
15792,75,26:45.6,36.77007746,-1.2988699,0.003,-0.013,-0.007,3.945183821,-1.83343339,5.07769603,-9.532888411,0,0,0
15793,75,26:45.7,36.77007746,-1.2988699,0,-0.032,0.037,3.945183821,-1.83343339,1.78169603,-5.721888411,0,0,0
15794,75,26:45.8,36.77007746,-1.2988699,0,-0.043,-0.049,3.945183821,-1.83343339,-2.69030397,-10.81788841,0,0,0
15795,75,26:45.9,36.77007746,-1.2988699,0.013,0.03,0.066,3.945183821,-0.48143339,0.42969603,-3.953888411,0,0,0
15796,75,26:46.0,36.77007746,-1.2988699,0.011,0.052,0.028,3.945183821,0.61856661,5.62969603,-1.153888411,0,0,0
15798,75,26:46.1,36.76999613,-1.29887456,-0.016,-0.053,-0.039,3.945183821,-1.01343339,0.22369603,-5.131888411,0,0,0
15799,75,26:46.2,36.76999613,-1.29887456,-0.005,-0.033,-0.103,3.945183821,-1.53843339,-3.24130397,-15.94688841,0,0,0
15800,75,26:46.3,36.76999613,-1.29887456,-0.014,0.052,-0.043,3.945183821,-3.00843339,2.21869603,-20.46188841,0,0,0
15801,75,26:46.4,36.76999613,-1.29887456,0.003,0.018,0.054,3.945183821,-2.70243339,4.05469603,-14.95388841,0,0,0
15802,75,26:46.5,36.76999613,-1.29887456,0.014,-0.043,0.06,3.945183821,-1.24643339,-0.41730397,-8.713888411,0,0,0
15803,75,26:46.6,36.76999613,-1.29887456,0.005,-0.002,-0.06,3.945183821,-0.72143339,-0.62730397,-15.01388841,0,0,0
15804,75,26:46.7,36.76999613,-1.29887456,0.019,0.016,0.011,3.945183821,1.21656661,1.00469603,-13.89188841,0,0,0
15805,75,26:46.8,36.76999613,-1.29887456,-0.004,-0.018,0.034,3.945183821,0.80056661,-0.86730397,-10.35588841,0,0,0
15806,75,26:46.9,36.76999613,-1.29887456,-0.039,-0.003,-0.031,3.945183821,-3.29443339,-1.18230397,-13.61088841,0,0,0
15807,75,26:47.0,36.76990969,-1.29888635,-0.039,-0.003,-0.031,3.945183821,-7.31143339,-1.49130397,-16.80388841,0,0,0
15808,75,26:47.0,36.76990969,-1.29888635,0.028,0.005,0.112,3.945183821,-7.22743339,-1.47630397,-16.46788841,0,0,0
15809,75,26:47.1,36.76990969,-1.29888635,-0.017,0.015,-0.064,3.945183821,-8.94443339,0.03869603,-22.93188841,0,0,0
15810,75,26:47.2,36.76990969,-1.29888635,0.01,-0.006,-0.04,3.945183821,-7.91443339,-0.57930397,-27.05188841,0,0,0
15811,75,26:47.3,36.76990969,-1.29888635,0.025,0.003,0.078,3.945183821,-5.28943339,-0.26430397,-18.86188841,0,0,0
15812,75,26:47.4,36.76990969,-1.29888635,-0.033,0.017,0.008,3.945183821,-8.65543339,1.46969603,-18.04588841,0,0,0
15813,75,26:47.5,36.76990969,-1.29888635,-0.034,-0.004,-0.042,3.945183821,-12.22543339,1.04969603,-22.45588841,0,0,0
15814,75,26:47.6,36.76990969,-1.29888635,0.046,-0.036,-0.013,3.945183821,-7.48743339,-2.65830397,-23.79488841,0,0,0
15815,75,26:47.7,36.76990969,-1.29888635,0.022,0.016,-0.042,3.945183821,-5.19943339,-0.99430397,-28.16288841,0,0,0
15816,75,26:47.8,36.76990969,-1.29888635,0.009,0.003,0.003,3.945183821,-4.26343339,-0.68230397,-27.85088841,0,0,0
15817,75,26:47.9,36.76990969,-1.29888635,-0.049,0.029,0.033,3.945183821,-9.35943339,2.33369603,-24.41888841,0,0,0
15819,75,26:48.0,36.76982251,-1.2988886,-0.014,-0.038,0.01,3.945183821,-10.82943339,-1.65630397,-23.36888841,0,0,0
15820,75,26:48.1,36.76982251,-1.2988886,0.016,0.01,0.019,3.945183821,-9.19743339,-0.63630397,-21.43088841,0,0,0
15821,75,26:48.3,36.76982251,-1.2988886,0.016,0.01,0.019,3.945183821,-7.53343339,0.40369603,-19.45488841,0,0,0
15822,75,26:48.4,36.76982251,-1.2988886,0.017,0.006,-0.018,3.945183821,-5.76543339,1.02769603,-21.32688841,0,0,0
15823,75,26:48.5,36.76982251,-1.2988886,0.005,-0.014,0.052,3.945183821,-5.24043339,-0.44230397,-15.86688841,0,0,0
15824,75,26:48.6,36.76982251,-1.2988886,-0.024,0.026,-0.104,3.945183821,-7.71243339,2.23569603,-26.57888841,0,0,0
15825,75,26:48.7,36.76982251,-1.2988886,-0.006,0,0.025,3.945183821,-8.33643339,2.23569603,-23.97888841,0,0,0
15826,75,26:48.8,36.76982251,-1.2988886,-0.031,-0.02,-0.061,3.945183821,-11.71543339,0.05569603,-30.62788841,0,0,0
15827,75,26:48.9,36.76982251,-1.2988886,0.031,-0.02,0.021,3.945183821,-8.67743339,-1.90430397,-28.56988841,0,0,0
15828,75,26:49.0,36.76982251,-1.2988886,0.041,0.062,0.079,3.945183821,-4.37243339,4.60569603,-20.27488841,0,0,0
15830,75,26:49.1,36.76974489,-1.29888872,-0.012,-0.017,-0.024,3.945183821,-5.59643339,2.87169603,-22.72288841,0,0,0
15831,75,26:49.2,36.76974489,-1.29888872,-0.016,-0.046,-0.001,3.945183821,-7.26043339,-1.91230397,-22.82688841,0,0,0
15832,75,26:49.3,36.76974489,-1.29888872,-0.043,0.005,0.019,3.945183821,-11.77543339,-1.38730397,-20.83188841,0,0,0
15833,75,26:49.4,36.76974489,-1.29888872,0.014,0.052,-0.067,3.945183821,-10.33343339,3.96869603,-27.73288841,0,0,0
15834,75,26:49.5,36.76974489,-1.29888872,0.043,-0.015,0.012,3.945183821,-5.81843339,2.39369603,-26.47288841,0,0,0
15835,75,26:49.6,36.76974489,-1.29888872,0,-0.038,0.036,3.945183821,-5.81843339,-1.52030397,-22.76488841,0,0,0
15836,75,26:49.7,36.76974489,-1.29888872,-0.009,0.008,-0.014,3.945183821,-6.74543339,-0.69630397,-24.20688841,0,0,0
15837,75,26:49.8,36.76974489,-1.29888872,-0.048,0.036,0.013,3.945183821,-11.73743339,3.04769603,-22.85488841,0,0,0
15838,75,26:49.9,36.76974489,-1.29888872,0.014,-0.01,0.022,3.945183821,-10.28143339,2.00769603,-20.56688841,0,0,0
15840,75,26:50.0,36.76966678,-1.29888691,0.057,-0.044,-0.047,3.945183821,-4.01143339,-2.83230397,-25.73688841,0,0,0
15841,75,26:50.1,36.76966678,-1.29888691,-0.01,0.021,0.042,3.945183821,-5.04143339,-0.66930397,-21.41088841,0,0,0
15842,75,26:50.2,36.76966678,-1.29888691,-0.024,0.028,0.016,3.945183821,-7.51343339,2.21469603,-19.76288841,0,0,0
15843,75,26:50.3,36.76966678,-1.29888691,-0.006,0.01,-0.023,3.945183821,-8.13743339,3.25469603,-22.15488841,0,0,0
15844,75,26:50.4,36.76966678,-1.29888691,-0.02,-0.04,-0.043,3.945183821,-10.21743339,-0.90530397,-26.62688841,0,0,0
15845,75,26:50.5,36.76966678,-1.29888691,0.017,-0.014,-0.011,3.945183821,-8.46643339,-2.34730397,-27.75988841,0,0,0
15846,75,26:50.6,36.76966678,-1.29888691,0.036,0.007,-0.057,3.945183821,-4.68643339,-1.61230397,-33.74488841,0,0,0
15847,75,26:50.7,36.76966678,-1.29888691,-0.019,0.06,0.056,3.945183821,-6.66243339,4.62769603,-27.92088841,0,0,0
15848,75,26:50.9,36.76966678,-1.29888691,-0.011,-0.057,0.098,3.945183821,-7.79543339,-1.24330397,-17.82688841,0,0,0
15849,75,26:51.0,36.76966678,-1.29888691,0.009,-0.033,-0.031,3.945183821,-6.84143339,-4.74130397,-21.11288841,0,0,0
15851,75,26:51.1,36.76959203,-1.29888503,-0.01,0.07,-0.039,3.945183821,-7.86143339,2.39869603,-25.09088841,0,0,0
15852,75,26:51.2,36.76959203,-1.29888503,-0.001,0.002,0.02,3.945183821,-7.96443339,2.60469603,-23.03088841,0,0,0
15853,75,26:51.3,36.76959203,-1.29888503,0.01,-0.04,0.038,3.945183821,-6.91443339,-1.59530397,-19.04088841,0,0,0
15854,75,26:51.4,36.76959203,-1.29888503,-0.007,0.02,-0.094,3.945183821,-7.63543339,0.46469603,-28.72288841,0,0,0
15855,75,26:51.5,36.76959203,-1.29888503,0.003,0.016,0.006,3.945183821,-7.32343339,2.12869603,-28.09888841,0,0,0
15856,75,26:51.6,36.76959203,-1.29888503,-0.007,-0.044,0.03,3.945183821,-8.05143339,-2.44730397,-24.97888841,0,0,0
15857,75,26:51.7,36.76959203,-1.29888503,-0.009,0.028,0.004,3.945183821,-8.99643339,0.49269603,-24.55888841,0,0,0
15858,75,26:51.8,36.76959203,-1.29888503,0.008,0.034,-0.047,3.945183821,-8.18043339,3.96069603,-29.35288841,0,0,0
15859,75,26:51.9,36.76959203,-1.29888503,0.038,-0.084,0.002,3.945183821,-4.19043339,-4.85930397,-29.14288841,0,0,0
15861,75,26:52.0,36.76951825,-1.29887989,-0.03,0.039,0.086,3.945183821,-7.28043339,-0.84230397,-20.28488841,0,0,0
15862,75,26:52.1,36.76951825,-1.29887989,-0.021,0.046,-0.091,3.945183821,-9.38043339,3.75769603,-29.38488841,0,0,0
15863,75,26:52.2,36.76951825,-1.29887989,-0.002,-0.024,-0.06,3.945183821,-9.58443339,1.30969603,-35.50488841,0,0,0
15864,75,26:52.3,36.76951825,-1.29887989,0.006,-0.031,0.025,3.945183821,-8.97243339,-1.85230397,-32.95488841,0,0,0
15865,75,26:52.4,36.76951825,-1.29887989,0.019,-0.007,0.123,3.945183821,-7.05343339,-2.55930397,-20.53188841,0,0,0
15866,75,26:52.5,36.76951825,-1.29887989,0.001,0.054,-0.031,3.945183821,-6.94943339,3.05669603,-23.75588841,0,0,0
15867,75,26:52.6,36.76951825,-1.29887989,-0.003,0.004,0.013,3.945183821,-7.25843339,3.46869603,-22.41688841,0,0,0
15868,75,26:52.7,36.76951825,-1.29887989,0.005,-0.041,0.04,3.945183821,-6.73843339,-0.79530397,-18.25688841,0,0,0
15869,75,26:52.8,36.76951825,-1.29887989,-0.001,-0.007,-0.014,3.945183821,-6.84243339,-1.52330397,-19.71288841,0,0,0
15870,75,26:52.9,36.76951825,-1.29887989,0,0.016,-0.011,3.945183821,-6.84243339,0.14069603,-20.85688841,0,0,0
15872,75,26:53.0,36.76943607,-1.29887434,0.005,0.061,-0.022,3.945183821,-6.29243339,6.85069603,-23.27688841,0,0,0
15873,75,26:53.1,36.76943607,-1.29887434,0.002,-0.025,0.042,3.945183821,-6.08643339,4.27569603,-18.95088841,0,0,0
15874,75,26:53.2,36.76943607,-1.29887434,-0.009,-0.125,0.003,3.945183821,-7.02243339,-8.72430397,-18.63888841,0,0,0
15875,75,26:53.3,36.76943607,-1.29887434,-0.023,0.092,-0.009,3.945183821,-9.39143339,0.75169603,-19.56588841,0,0,0
15876,75,26:53.4,36.76943607,-1.29887434,-0.003,0.069,-0.065,3.945183821,-9.70343339,7.92769603,-26.32588841,0,0,0
15877,75,26:53.5,36.76943607,-1.29887434,0.042,-0.089,-0.031,3.945183821,-5.33543339,-1.32830397,-29.54988841,0,0,0
15878,75,26:53.6,36.76943607,-1.29887434,-0.016,-0.057,0.024,3.945183821,-6.99943339,-7.25630397,-27.05388841,0,0,0
15879,75,26:53.8,36.76943607,-1.29887434,-0.034,0.081,0.003,3.945183821,-10.50143339,1.08669603,-26.74488841,0,0,0
15880,75,26:53.9,36.76943607,-1.29887434,0.014,0.026,0.044,3.945183821,-9.04543339,3.79069603,-22.16888841,0,0,0
15881,75,26:54.0,36.76943607,-1.29887434,0.041,-0.051,-0.002,3.945183821,-4.78143339,-1.51330397,-22.37688841,0,0,0
15883,75,26:54.1,36.76935881,-1.29886649,-0.022,0,-0.015,3.945183821,-7.06943339,-1.51330397,-23.93688841,0,0,0
15884,75,26:54.2,36.76935881,-1.29886649,0.003,0.011,0.025,3.945183821,-6.76043339,-0.38030397,-21.36188841,0,0,0
15885,75,26:54.3,36.76935881,-1.29886649,-0.029,0.024,-0.052,3.945183821,-9.77643339,2.11569603,-26.76988841,0,0,0
15886,75,26:54.4,36.76935881,-1.29886649,0.013,0.001,0.028,3.945183821,-8.42443339,2.21969603,-23.85788841,0,0,0
15887,75,26:54.5,36.76935881,-1.29886649,0.009,-0.042,-0.003,3.945183821,-7.48843339,-2.14830397,-24.16988841,0,0,0
15888,75,26:54.6,36.76935881,-1.29886649,0.003,-0.003,-0.033,3.945183821,-7.17643339,-2.46030397,-27.60188841,0,0,0
15889,75,26:54.7,36.76935881,-1.29886649,0.003,0.059,-0.007,3.945183821,-6.84943339,3.97069603,-28.36488841,0,0,0
15890,75,26:54.8,36.76935881,-1.29886649,-0.016,-0.008,0.017,3.945183821,-8.41743339,3.18669603,-26.69888841,0,0,0
15891,75,26:54.9,36.76935881,-1.29886649,-0.02,-0.048,0.023,3.945183821,-10.49743339,-1.80530397,-24.30688841,0,0,0
15893,75,26:55.0,36.76928506,-1.29885614,0.03,0.003,0.01,3.945183821,-7.34743339,-1.49030397,-23.25688841,0,0,0
15894,75,26:55.1,36.76928506,-1.29885614,0.017,0.035,-0.003,3.945183821,-5.59643339,2.11469603,-23.56588841,0,0,0
15895,75,26:55.2,36.76928506,-1.29885614,-0.024,-0.006,-0.074,3.945183821,-8.06843339,1.49669603,-31.18788841,0,0,0
15896,75,26:55.3,36.76928506,-1.29885614,0.005,-0.028,0.054,3.945183821,-7.54343339,-1.44330397,-25.51788841,0,0,0
15897,75,26:55.4,36.76928506,-1.29885614,0.006,0.02,0.044,3.945183821,-6.92543339,0.61669603,-20.98588841,0,0,0
15898,75,26:55.5,36.76928506,-1.29885614,0.008,-0.004,-0.024,3.945183821,-6.09343339,0.20069603,-23.48188841,0,0,0
15899,75,26:55.6,36.76928506,-1.29885614,-0.009,0.013,0.022,3.945183821,-7.02943339,1.55269603,-21.19388841,0,0,0
15900,75,26:55.7,36.76928506,-1.29885614,-0.016,0.033,-0.004,3.945183821,-8.67743339,4.95169603,-21.60588841,0,0,0
15901,75,26:55.8,36.76928506,-1.29885614,0.024,-0.039,0.039,3.945183821,-6.13343339,0.81769603,-17.47188841,0,0,0
15902,75,26:55.9,36.76928506,-1.29885614,-0.01,-0.021,-0.027,3.945183821,-7.15343339,-1.32430397,-20.22588841,0,0,0
15904,75,26:56.0,36.76921338,-1.29884522,-0.012,0.041,-0.075,3.945183821,-8.40143339,2.93969603,-28.02588841,0,0,0
15905,75,26:56.1,36.76921338,-1.29884522,0.013,-0.027,-0.004,3.945183821,-7.06243339,0.15869603,-28.43788841,0,0,0
15906,75,26:56.2,36.76921338,-1.29884522,-0.004,-0.011,0.04,3.945183821,-7.47843339,-0.98530397,-24.27788841,0,0,0
15907,75,26:56.3,36.76921338,-1.29884522,0.006,0.032,0.008,3.945183821,-6.86643339,2.27869603,-23.46188841,0,0,0
15908,75,26:56.4,36.76921338,-1.29884522,-0.007,-0.013,-0.004,3.945183821,-7.58043339,0.95269603,-23.86988841,0,0,0
15909,75,26:56.6,36.76921338,-1.29884522,-0.005,-0.002,0.032,3.945183821,-8.09543339,0.74669603,-20.57388841,0,0,0
15910,75,26:56.7,36.76921338,-1.29884522,0.023,0.014,0.055,3.945183821,-5.63443339,2.24469603,-14.68888841,0,0,0
15911,75,26:56.8,36.76921338,-1.29884522,-0.005,-0.008,0.004,3.945183821,-6.15943339,1.40469603,-14.26888841,0,0,0
15912,75,26:56.9,36.76921338,-1.29884522,0.012,-0.034,-0.039,3.945183821,-4.89943339,-2.16530397,-18.36388841,0,0,0
15913,75,26:57.0,36.76921338,-1.29884522,-0.012,0.03,-0.022,3.945183821,-6.14743339,0.95469603,-20.65188841,0,0,0
15915,75,26:57.1,36.76914525,-1.29883428,-0.007,0.04,0.037,3.945183821,-6.86843339,5.07469603,-16.84088841,0,0,0
15916,75,26:57.2,36.76914525,-1.29883428,-0.017,-0.043,-0.011,3.945183821,-8.63643339,0.60269603,-17.98488841,0,0,0
15917,75,26:57.3,36.76914525,-1.29883428,0.018,-0.024,-0.031,3.945183821,-6.76443339,-1.89330397,-21.20888841,0,0,0
15918,75,26:57.4,36.76914525,-1.29883428,0.011,0.004,-0.019,3.945183821,-5.63143339,-1.48130397,-23.16588841,0,0,0
15919,75,26:57.5,36.76914525,-1.29883428,-0.015,0.062,-0.017,3.945183821,-7.20643339,5.02869603,-24.95088841,0,0,0
15920,75,26:57.6,36.76914525,-1.29883428,-0.001,-0.036,0.008,3.945183821,-7.30943339,1.32069603,-24.12688841,0,0,0
15921,75,26:57.7,36.76914525,-1.29883428,0.001,-0.037,0.034,3.945183821,-7.20543339,-2.52730397,-20.59088841,0,0,0
15922,75,26:57.8,36.76914525,-1.29883428,-0.003,0.029,-0.034,3.945183821,-7.51743339,0.48869603,-24.12688841,0,0,0
15923,75,26:57.9,36.76914525,-1.29883428,0.008,-0.006,-0.019,3.945183821,-6.69343339,-0.12930397,-26.08388841,0,0,0
15925,75,26:58.0,36.7690831,-1.2988267,-0.011,0.009,0.013,3.945183821,-7.95843339,0.90569603,-24.58888841,0,0,0
15926,75,26:58.1,36.7690831,-1.2988267,0.006,0.005,0.019,3.945183821,-7.34043339,1.42069603,-22.63188841,0,0,0
15927,75,26:58.2,36.7690831,-1.2988267,0.012,-0.015,-0.005,3.945183821,-6.10443339,-0.12430397,-23.14688841,0,0,0
15928,75,26:58.3,36.7690831,-1.2988267,-0.01,-0.015,-0.018,3.945183821,-7.15443339,-1.69930397,-25.03688841,0,0,0
15929,75,26:58.4,36.7690831,-1.2988267,-0.009,0.038,-0.003,3.945183821,-8.08143339,2.21469603,-25.34588841,0,0,0
15930,75,26:58.5,36.7690831,-1.2988267,0.005,0.013,0.036,3.945183821,-7.56143339,3.56669603,-21.60188841,0,0,0
15931,75,26:58.6,36.7690831,-1.2988267,0.012,-0.039,-0.007,3.945183821,-6.32543339,-0.45030397,-22.32288841,0,0,0
15932,75,26:58.7,36.7690831,-1.2988267,-0.002,-0.011,0.012,3.945183821,-6.53343339,-1.59430397,-21.07488841,0,0,0
15933,75,26:58.8,36.7690831,-1.2988267,-0.001,0.031,-0.025,3.945183821,-6.63843339,1.66069603,-23.69988841,0,0,0
15934,75,26:59.0,36.7690831,-1.2988267,-0.018,0.007,0.012,3.945183821,-8.49243339,2.38169603,-22.46388841,0,0,0
15936,75,26:59.1,36.76903933,-1.29882047,0.028,-0.021,0.004,3.945183821,-5.60843339,0.21869603,-22.05188841,0,0,0
15937,75,26:59.2,36.76903933,-1.29882047,-0.009,-0.003,0.005,3.945183821,-6.54443339,-0.09330397,-21.53188841,0,0,0
15938,75,26:59.3,36.76903933,-1.29882047,-0.012,0.006,-0.022,3.945183821,-7.81643339,0.54269603,-23.86388841,0,0,0
15939,75,26:59.4,36.76903933,-1.29882047,-0.002,-0.002,-0.019,3.945183821,-8.02443339,0.33469603,-25.83988841,0,0,0
